geoid,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races,2017 median income,2017 median income margin of error,2017 race: total households,2017 race: total households margin of error,2017 race: White,2017 race: Black,2017 race: Asian,2017 race: Other,2017 race: 2 or more races,2018 median income,2018 median income margin of error,2018 race: total households,2018 race: total households margin of error,2018 race: White,2018 race: Black,2018 race: Asian,2018 race: Other,2018 race: 2 or more races,2019 median income,2019 median income margin of error,2019 race: total households,2019 race: total households margin of error,2019 race: White,2019 race: Black,2019 race: Asian,2019 race: Other,2019 race: 2 or more races
06037234501,37695,7932,2596,329,754,1447,12,325,52,37778,8867,2602,317,854,1399,8,285,56,43750,9532,2744,262,885,1490,25,264,66,54622,6038,2845,335,876,1584,27,276,75
06037234502,30489,8395,2721,277,646,1756,37,185,75,24387,9328,2861,315,571,1829,16,356,67,24614,15576,2945,255,495,1887,20,429,85,33500,16135,3017,310,641,1920,49,342,25
06037234600,36625,14506,5051,489,824,2801,46,1249,131,41754,11799,4739,448,709,2312,55,1565,98,53542,14110,4622,504,791,2201,73,1441,116,55887,9564,4908,513,589,2503,88,1610,118
06037234700,33286,9163,3756,470,1158,1729,0,813,56,38325,10545,3799,668,1010,1391,0,1349,49,38776,11378,3482,455,860,1551,1,1035,35,40375,7902,3690,460,974,2031,1,613,71
06037234800,51414,7352,3117,353,944,1635,72,349,62,52679,8521,3519,286,848,2048,15,461,68,57646,8647,3476,257,674,1899,11,759,73,58736,3189,3317,307,787,1737,0,636,93
06037234901,16835,2889,2499,462,528,1106,0,789,7,16386,3061,2781,452,725,1417,0,580,0,16856,4950,2967,543,879,1369,0,681,0,22693,9231,3321,539,1010,1734,0,519,7
06037234902,25750,5601,3875,479,740,1805,25,1189,109,25893,7315,3908,500,1119,1589,48,1010,124,23321,4212,3924,520,1302,1613,74,756,142,23981,5049,4088,531,1497,1717,143,563,129
06037235100,69504,8500,4687,379,407,3488,218,467,107,70893,16580,4930,353,521,3637,191,473,100,80398,15255,4487,421,734,3059,224,303,129,87246,10278,4401,431,870,2893,205,264,133
06037235201,38250,12011,2677,274,490,1730,35,328,84,41678,14032,2765,283,583,1756,12,310,95,40000,14113,2676,292,548,1599,8,399,114,45341,22469,2682,285,480,1608,6,475,108
06037235202,25958,4217,4388,343,875,2519,9,806,149,27500,4701,4349,363,955,2659,8,579,119,31403,4456,4529,415,944,2944,6,529,106,31732,6611,4331,443,919,2876,6,392,138
06037236000,78112,10989,4627,341,1212,2498,221,358,310,73087,14020,4561,342,1210,2570,227,186,328,73125,12238,4373,313,1190,2421,284,200,241,90790,11568,4181,344,1394,2096,156,219,279
06037236100,21899,4623,5652,476,888,3467,505,584,170,21742,2956,5805,574,931,3866,415,374,178,22463,6488,5808,576,869,3729,389,456,325,30380,10664,6170,679,1260,3758,498,525,129
06037236202,26948,5469,5583,584,2112,2405,110,695,261,28780,4868,5672,594,2206,2279,199,722,266,29436,3789,5782,641,2038,2393,212,898,241,29766,8359,5764,649,1823,2459,196,928,339
06037236203,29042,6681,3399,369,773,2095,146,215,125,27092,7304,3269,374,694,1938,164,293,136,26681,9584,3181,360,613,1886,183,321,138,30144,9916,3118,448,563,1721,224,451,125
06037236204,23220,5217,3087,437,871,1775,35,375,25,23491,5650,2944,409,825,1633,38,370,71,24828,7629,2966,424,608,1637,23,576,77,23677,5539,3109,456,722,1567,22,651,103
06037236400,60275,11237,4293,355,446,3536,59,120,74,53611,14892,4500,358,628,3613,27,146,51,64636,9287,4462,426,595,3617,42,116,82,66359,12295,4282,409,436,3547,75,163,48
06037237101,24849,3673,3653,291,1024,879,13,1586,103,30530,4243,3926,400,1061,896,16,1874,45,30938,3091,4131,368,1447,1046,18,1539,35,33569,6439,4409,420,1034,1169,92,2007,34
06037237102,29107,4146,3239,350,881,615,0,1703,29,32500,5411,3224,280,882,594,0,1691,45,35123,5629,3357,319,1313,511,15,1411,99,37849,6187,3407,412,1090,615,23,1576,94
06037237201,38378,8886,3572,298,1051,1016,26,1385,68,41858,7223,3581,423,1076,926,49,1438,63,45147,8109,3582,335,1273,1021,60,1145,48,44911,12151,3814,326,1092,1018,86,1564,25
06037237202,36496,6955,4714,488,1394,1461,25,1738,96,40511,11396,4708,482,983,1589,32,2008,96,35733,6939,4593,447,1507,1581,76,1392,15,38438,8306,4556,542,1334,1449,78,1657,17
06037237300,32202,4182,5226,532,980,3333,161,644,101,32222,2830,5080,621,1025,3002,169,868,6,34784,10809,5387,517,1032,2961,35,1333,16,45107,15838,5311,712,1138,2777,14,1302,70
06037237401,31212,9560,3737,324,719,1004,0,1873,112,33661,8630,3967,315,849,975,0,1996,90,38625,8953,4086,341,862,983,0,2165,46,41703,5527,4217,372,846,983,0,2304,51
06037237402,36125,2683,3030,260,1057,1062,0,883,27,34719,3179,3011,274,972,1235,0,784,20,39306,8305,3234,335,996,1099,0,893,246,45875,21890,3335,357,836,1170,0,1076,253
06037237500,24815,6960,2716,259,649,654,1,1336,23,31520,5662,2785,263,676,696,0,1330,31,33040,4987,2990,282,757,738,1,1405,27,32051,5414,2922,265,603,657,2,1571,39
06037237600,31250,9966,3698,471,1059,953,44,1600,25,37841,14736,3687,358,1102,872,48,1637,14,32438,9898,3902,409,1335,829,41,1632,20,32456,11942,4101,416,1339,954,74,1643,26
06037237710,25234,4820,3281,454,1012,673,42,1362,179,26694,5980,3762,523,1091,613,42,1786,217,35262,14115,4248,503,1158,615,42,2345,74,36029,16132,4410,550,711,755,0,2842,72
06037237720,24615,8754,3134,305,661,632,0,1775,64,31335,7652,3368,433,1058,777,0,1513,18,32077,3651,3753,410,1017,842,0,1860,32,33897,3516,3707,431,931,886,0,1842,32
06037237800,36862,7017,3524,443,513,2259,7,704,41,41406,7569,3684,458,634,2220,6,735,89,46042,10228,3664,384,767,2005,8,700,130,48922,8243,3796,389,730,1996,8,909,92
06037237900,39475,6246,4056,418,517,3066,46,187,170,43560,11087,4379,440,639,3268,57,326,89,57298,15009,4517,476,883,3159,4,368,103,51612,9476,4405,452,927,2975,0,351,152
06037238000,48143,24331,5392,769,868,4009,74,324,117,60015,26126,5607,799,817,4162,63,419,94,63970,9947,5886,703,1098,4064,70,522,70,61773,14122,6174,702,619,4221,69,703,518
06037238100,42134,5767,4510,471,640,3212,16,432,195,44773,11377,4311,376,646,3006,15,488,142,45900,9436,4259,410,532,3054,16,518,124,48034,8469,5163,856,1297,2921,31,724,159
06037238200,38000,10746,5594,798,355,4443,156,405,235,46875,10448,4878,808,457,3743,147,425,106,42344,12922,4994,668,475,3651,215,566,87,45075,11155,5565,650,351,3947,151,884,232
06037238310,24369,3090,4927,627,1089,1230,0,2545,56,24203,5068,5220,599,1309,1160,0,2715,28,22367,5863,5018,453,1119,1224,0,2656,10,26356,4332,5002,455,776,1213,0,2992,12
06037238320,24420,4851,4133,446,844,1180,47,2062,0,25608,6513,4155,393,767,1250,63,2075,0,33375,9199,4090,404,1084,1240,24,1713,0,34131,6853,3804,392,823,1261,52,1634,0
06037238400,52036,8761,5334,539,517,4254,1,352,198,50774,15864,5301,620,341,4424,1,413,122,51420,15340,4801,491,432,3761,0,457,137,54746,19300,4694,458,484,3624,0,435,88
06037239201,31250,4067,3808,373,657,906,15,2191,14,34418,3799,3842,376,881,760,1,2148,26,37000,7497,3913,418,990,798,0,2063,32,36034,5377,3753,352,1158,584,0,1944,33
06037239202,32647,7025,5347,551,1161,904,0,3222,60,31716,7986,5589,655,1709,1089,0,2582,209,35871,8841,5682,644,2140,744,0,2464,290,42609,10482,5999,737,2112,423,0,2904,519
06037239310,31845,4425,4212,344,1443,507,0,2245,12,34792,5765,4043,386,1701,591,0,1728,11,39479,5159,4026,364,1863,466,0,1680,6,37259,4446,4501,409,1745,606,6,2020,7
06037239320,39302,4851,4255,363,1200,556,6,2172,112,40278,6771,4358,428,1366,627,6,2008,139,42203,3462,4179,389,1324,577,27,1916,128,44896,5477,4086,412,1202,440,31,2093,173
06037239330,36569,4104,3148,282,764,442,0,1741,178,35656,5684,2995,329,941,286,0,1582,179,34741,7587,2689,284,1178,205,0,1253,45,32708,6561,2458,286,1058,284,0,1091,25
06037239501,31000,6857,3599,276,1212,703,0,1666,18,37692,6226,3743,281,1154,761,0,1739,89,40388,6513,3622,305,1426,754,38,1323,81,44177,4859,3729,299,1511,825,39,1247,107
06037239502,28750,6002,3804,377,907,496,0,2345,43,29708,5617,3905,391,577,784,0,2502,42,34605,8377,3726,359,937,815,0,1931,43,41250,6439,4016,321,1336,896,0,1756,28
06037239601,34477,4366,3644,390,766,762,3,2001,58,34048,5217,3573,434,886,444,8,2082,35,36029,5376,3629,361,1051,668,8,1744,34,43102,10388,3682,351,1029,677,9,1849,61
06037239602,29219,6290,3586,354,950,761,0,1772,77,33750,4747,3862,359,1192,759,0,1842,38,36425,4736,3805,375,1283,767,17,1660,47,38295,6268,4016,391,1143,864,17,1968,5
06037239701,30915,4584,4768,509,1555,917,0,2281,0,32938,7966,4727,511,1735,807,0,2158,0,33414,5473,5015,495,1630,919,0,2445,0,36232,7630,5134,565,1568,832,0,2714,0
06037239702,27446,4638,3677,338,519,1263,0,1819,63,38281,12844,4099,362,668,1135,0,2248,35,32037,16320,4096,354,898,1262,0,1884,52,31189,6281,4334,477,905,1289,0,2016,124
06037239801,28598,4858,3524,318,1090,597,6,1806,25,32368,10879,3404,387,1173,632,6,1560,33,42963,9471,3586,357,1383,415,5,1681,51,46938,13019,3705,411,1114,816,5,1562,81
06037239802,37639,9269,5102,579,1515,1439,70,1995,25,34762,6405,5393,549,1523,1572,72,2009,53,38513,6791,5623,587,1660,1644,79,2022,72,42171,13054,5461,534,1776,1534,26,1851,146
06037240010,29179,5259,3625,386,1071,893,0,1629,32,29971,4292,3711,421,1193,861,0,1627,17,30710,5091,3697,331,988,886,0,1790,19,30612,4674,3737,383,1080,943,0,1682,19
06037240020,38412,4699,5452,504,1636,1363,17,2347,72,41161,9510,5595,543,1776,1438,9,2341,12,39839,11912,5232,525,1897,1446,10,1821,17,38266,13782,5223,528,2099,1489,0,1422,164
06037240200,26437,1516,5259,450,1174,1463,54,2469,16,31676,10200,5335,517,1374,1372,78,2462,9,32661,10406,5311,489,1520,1292,80,2381,12,40286,12906,5159,571,1348,1207,86,2444,0
06037240300,27125,6994,4871,621,1785,1078,7,1994,7,25067,6458,5214,673,2169,1370,7,1661,7,24368,4296,5803,635,2480,1624,34,1657,8,22875,3967,5637,683,1966,2045,20,1488,118
06037240401,27917,11807,5562,655,1511,1506,35,2463,47,29810,7146,5763,572,1742,1609,37,2324,51,37115,6543,6184,737,2081,1627,35,2264,177,42662,7269,6379,647,2728,1192,46,2297,116
06037240402,33297,3974,3914,547,1217,1241,2,1260,174,33705,5561,3756,439,1105,1316,1,1158,155,37938,9088,4107,475,1264,1606,2,1084,131,42422,16112,3763,488,1094,1295,41,1247,86
06037240500,31600,7052,6509,662,2043,1976,12,2332,93,30313,11155,6552,596,2178,2034,12,2152,109,36090,7099,7466,600,2443,1940,0,2982,89,40764,10613,7326,723,2819,1959,0,2468,68
06037240600,34240,4573,5685,562,1549,1472,0,2652,12,36038,6398,5972,620,2028,1408,17,2506,13,37759,5549,6325,653,2147,1823,18,2327,10,43250,7688,6167,599,2183,1796,20,2156,12
06037240700,39265,3796,6182,527,2281,1844,43,1913,68,41763,4793,6651,491,2841,1838,41,1831,70,43796,8630,6367,529,2634,1878,67,1741,17,43584,2167,6596,518,3166,1822,77,1463,32
06037240800,36750,3543,4625,407,1790,1372,10,1350,48,35760,3899,4591,422,1541,1387,14,1487,44,36923,5688,4296,394,1764,1108,17,1310,27,41277,5397,4341,435,1920,1125,89,1005,78
06037240900,31883,9452,5745,626,2097,1613,22,1854,109,35753,8710,6196,564,2248,1722,21,2092,113,38173,13524,6355,667,3400,1576,18,1282,79,45619,12960,6736,648,3404,1431,19,1798,84
06037241001,34491,8503,4580,389,1099,1804,7,1595,68,37917,9088,4460,501,1499,1132,6,1750,68,39509,6878,4429,531,1698,1256,7,1369,92,41563,12739,4197,476,1739,1071,8,1292,79
06037241002,37750,10820,3914,389,1186,1454,0,1215,59,39837,13088,3956,433,834,1544,0,1543,35,58029,16865,4065,350,1196,1572,4,1237,56,59116,14271,4144,364,1208,1562,3,1215,140
06037241110,33477,5486,3152,352,894,1102,0,1109,47,36141,8541,3416,359,1283,1013,0,1114,6,43182,7874,3269,400,1412,826,0,1031,0,47090,3723,3356,382,1728,872,4,716,0
06037241120,27353,8881,5082,548,1283,1643,16,2002,44,24945,8271,5006,572,1520,1615,0,1708,44,30688,12353,5137,479,1651,1949,5,1383,84,35114,8990,5146,602,2278,1350,85,1083,48
06037241201,41705,11615,2884,285,822,1070,10,896,82,37092,11034,2869,278,877,1101,13,793,80,39063,20545,2937,289,906,1236,13,745,37,48864,11795,3015,304,871,1238,17,876,13
06037241202,31496,7291,4807,480,1020,1738,0,1817,194,33625,7192,5378,574,1641,1957,24,1583,136,40596,10728,5436,503,2302,2003,18,951,122,34662,8713,5776,571,2421,2067,23,1051,170
06037241300,30735,7935,2110,221,432,991,0,582,105,33281,14699,2441,299,488,1297,2,587,67,44583,26351,2453,281,625,1170,6,610,34,46111,16137,2480,264,603,1189,7,637,36
06037241400,29038,4202,3377,426,1214,705,29,1358,67,30042,4192,3558,357,1190,1101,45,1150,64,32460,8366,3644,370,1415,831,46,1277,66,36667,13423,3785,333,1729,682,57,1269,33
06037242000,30682,6949,4159,367,1824,1464,0,728,119,36122,5721,4301,393,1687,1280,16,1210,84,32841,6855,4054,454,1671,938,14,1322,45,30698,5346,4189,388,1474,835,16,1675,111
06037242100,14728,3392,2911,238,1308,744,30,790,39,15385,4031,2769,240,1173,733,28,767,42,14650,3921,2778,247,1270,494,18,828,28,18177,3825,2852,229,1424,695,0,605,5
06037242200,30795,3402,6366,657,2240,1257,9,2836,24,26196,4499,6329,629,1954,1760,11,2538,33,25833,5159,6183,627,2034,1739,9,2344,34,28313,7275,6402,711,2310,1588,10,2367,111
06037242300,31202,6645,4577,584,1264,873,94,2287,0,27927,9600,4901,524,999,934,62,2843,15,26480,11716,5103,583,1600,738,97,2548,13,26515,7058,4952,535,1422,779,319,2188,12
06037242600,14483,4437,4980,525,1494,1651,0,1688,147,16234,3930,5133,530,1371,1485,0,2154,102,16810,3833,4745,503,960,1440,0,2264,62,16586,3141,4756,435,1003,1651,0,2017,62
06037242700,34722,6416,5969,688,2536,1560,93,1639,133,33568,6089,6155,614,2916,1331,86,1719,101,42978,12069,5945,589,2473,1251,51,2057,111,46492,12317,6035,529,2207,1440,11,2133,242
06037243000,42470,8588,7147,748,3235,1084,34,2454,121,46850,6821,6778,805,2464,983,44,2909,147,50619,3033,7379,797,2631,1127,43,3110,139,51479,4135,6829,938,2460,803,41,2973,200
06037243100,23698,3368,6459,749,2978,1740,61,1469,146,23606,5597,6467,710,2869,1827,78,1553,69,24833,6377,6490,658,2270,2213,5,1942,8,27879,3083,6772,585,2509,2057,15,2078,50
06037261101,202014,56429,3785,369,3393,62,183,25,122,210486,31771,3723,362,3312,62,188,23,132,238125,27313,3555,291,3212,36,217,20,64,199094,22313,3389,344,3031,77,178,20,74
06037261102,165875,36504,3969,375,3343,67,246,63,250,175000,46495,3605,400,3019,63,234,68,221,154063,27932,3695,378,3299,89,209,24,74,159563,37815,3520,374,3162,92,171,8,87
06037261200,156250,48259,4140,302,3555,40,441,44,60,164844,35795,4209,315,3625,8,450,46,80,191250,43729,4341,389,3814,9,417,48,53,188424,34260,4182,351,3634,20,381,50,97
06037262100,168409,60080,2959,270,2417,47,343,13,139,184107,58200,2994,367,2417,51,341,46,139,176875,76396,2844,317,2261,21,365,45,152,217462,71136,2678,272,2094,18,368,21,177
06037262200,193877,30752,4856,411,3952,158,457,24,265,175491,46085,4758,484,3862,188,425,28,255,210417,47753,4779,461,3789,167,437,37,349,184000,44756,4405,359,3544,191,304,12,354
06037262301,212083,39936,3048,301,2446,41,367,62,132,218750,54829,2966,316,2379,55,316,91,125,248269,58241,2749,272,2180,63,340,75,91,215750,72729,2748,220,2165,69,362,92,60
06037262302,155559,42870,3040,245,2705,21,226,9,79,161645,36024,3003,297,2676,23,217,10,77,168125,36167,2976,339,2623,24,205,12,112,158571,41566,2845,310,2562,13,186,13,71
06037262303,196786,48179,2994,293,2691,0,108,25,170,221635,53754,3131,344,2838,0,79,36,178,"250,000+",***,3188,369,2801,0,157,19,170,"250,000+",***,3038,324,2676,0,184,0,138
06037262400,"250,000+",***,2949,287,2559,2,254,0,134,"250,000+",***,2986,266,2584,4,231,0,156,"250,000+",***,3076,303,2700,83,180,0,101,"250,000+",***,3059,384,2758,84,143,0,63
06037262501,168472,49387,4122,261,3849,33,111,10,110,192917,80493,3993,273,3747,0,106,15,116,164886,116572,3925,257,3605,0,166,17,128,224962,24985,3785,294,3423,0,168,14,171
06037262601,191625,37797,3497,241,2917,27,254,8,291,208482,44666,3486,266,2879,43,284,8,272,209625,32976,3429,272,2644,54,367,26,338,212386,22458,3539,336,2707,46,320,35,431
06037262604,165987,46699,6477,384,5480,19,532,3,423,190217,33965,6232,448,5290,16,513,3,409,204447,17165,6195,398,5321,0,511,2,361,200625,28531,5523,499,4930,0,327,0,266
06037262704,100461,27734,3427,292,2976,44,220,26,159,111579,26164,3608,253,3122,33,263,48,140,113672,25228,3539,272,3039,32,240,55,171,122083,13421,3561,270,3134,24,244,28,129
06037262706,183646,43717,3730,282,3337,150,12,1,230,188646,48850,3794,261,3453,10,35,1,295,211310,40901,3751,250,3444,9,44,2,252,188409,81265,3571,238,3305,9,94,2,161
06037262802,209922,23343,3453,355,3151,65,104,32,101,214032,13213,3294,409,3052,48,80,35,79,225750,22246,3291,389,3067,10,77,31,106,217292,22614,3424,347,3127,11,102,12,172
06037264000,224167,77150,3002,212,2813,0,60,28,101,215560,41820,3104,246,2875,0,97,20,112,220473,39777,3137,263,2984,0,59,0,94,220417,67305,3069,302,2884,0,77,0,108
06037264102,95242,15281,2630,216,2271,48,208,23,80,97500,15165,2732,277,2324,46,224,16,122,105133,10457,2826,281,2422,45,226,25,108,108004,15956,2998,301,2500,54,291,34,119
06037264103,86944,21110,2750,269,2266,4,313,0,136,88068,18908,2743,240,2284,16,306,0,115,100160,14204,2708,258,2278,22,223,0,160,105481,17530,2658,247,2244,26,197,0,162
06037264301,87525,9013,5137,384,4217,77,625,61,157,90967,6932,5239,401,4267,91,646,101,134,92303,7560,5575,471,4451,136,645,121,222,101439,13389,5552,482,4352,139,718,117,226
06037264302,90440,10964,5378,413,4463,89,470,51,262,90451,9149,5830,438,4801,79,532,36,337,95222,14420,6078,428,5038,143,356,52,442,92381,14383,5882,512,5010,132,363,31,297
06037265100,97344,12416,2602,230,2412,48,44,9,83,105543,22745,2579,200,2360,47,67,22,77,107969,15172,2528,235,2256,41,107,23,93,112500,23765,2454,281,2276,28,74,17,53
06037265201,74167,71912,2830,353,2133,42,549,31,52,66250,43263,2691,354,1941,39,623,37,51,87344,54482,2623,319,1974,52,506,27,64,72361,36838,2567,336,1857,69,494,52,95
06037265202,82589,22871,3690,516,2579,24,655,272,143,76037,31921,3469,475,2273,45,780,235,118,64083,22296,3792,659,2149,44,811,566,222,74417,31718,3981,635,2521,17,891,449,103
06037265301,-,**,10384,599,4410,328,4531,287,797,-,**,10657,673,4703,380,4727,74,741,-,**,11235,501,5340,337,4532,25,967,-,**,11977,486,5350,503,4833,263,956
06037265303,14834,2412,4738,515,2029,102,1782,435,390,15924,2956,4832,489,2067,84,1764,439,478,17338,4544,4889,666,2045,90,1847,352,555,21506,8418,5156,716,2078,181,2276,286,292
06037265304,17250,7771,3112,374,1678,22,996,134,267,18186,4884,3193,407,1682,30,1000,159,305,20750,5282,2865,330,1461,42,961,124,240,21228,3675,2878,405,1424,50,1022,129,215
06037265305,26071,9654,4069,557,2180,103,1472,133,175,18150,13111,3982,474,2128,73,1440,147,189,18668,10687,3788,444,1913,13,1421,137,300,20655,8015,3990,478,1932,10,1509,98,440
06037265410,130240,49943,1535,147,1186,81,230,14,24,133711,28476,1533,155,1187,80,210,31,25,116625,29802,1533,147,1254,43,159,40,37,117885,20642,1495,175,1268,0,145,35,47
06037265420,166500,48808,1960,152,1441,95,361,22,41,171000,53377,1934,156,1516,124,238,9,47,208194,46704,1908,163,1472,129,235,6,53,198542,75036,1838,193,1445,105,191,10,75
06037265510,42356,11607,4332,332,2297,10,1670,247,108,43073,8545,4395,461,2330,17,1757,218,43,52917,8210,4786,582,2507,185,1863,61,137,54847,10761,4663,573,2556,131,1747,62,125
06037265520,92168,22058,4646,423,3172,164,994,41,275,96364,14364,4802,375,3371,245,918,15,253,102708,13572,4894,502,3103,524,863,17,387,104559,12613,5059,538,3112,519,792,20,616
06037265601,92344,29251,3252,257,2454,58,640,0,90,104116,15519,3369,291,2402,76,699,30,162,113750,14864,3493,288,2604,32,674,35,148,119886,13783,3615,343,2795,0,614,42,164
06037265602,109049,15458,2904,293,2292,56,365,70,121,111659,13285,2869,322,2152,74,467,66,110,122426,17130,2874,327,2140,67,396,90,181,117629,11171,3044,349,2317,100,370,80,177
06037265700,86250,24225,5380,543,4026,68,958,120,208,84327,26931,5181,530,3901,61,800,136,283,80685,14448,4866,481,3683,75,593,185,330,85083,17567,4636,376,3619,92,358,175,392
06037267100,86551,15377,6952,439,4961,252,1029,192,506,85396,11451,6844,544,4917,208,1007,148,564,90818,10370,7123,623,5022,236,1296,64,505,105284,19417,6649,558,4650,229,1253,14,503
06037267200,80958,17871,5656,537,4094,32,1258,68,191,86538,21491,6089,580,4180,46,1521,112,216,98728,16546,6365,755,4123,233,1652,111,232,86601,26308,7004,555,4997,274,1125,138,457
06037267300,53954,10772,4440,473,2500,238,1027,364,271,61290,11055,4751,447,2728,209,1084,448,282,69337,16357,4788,427,2651,197,1202,387,351,68913,14617,4235,410,2378,218,1104,289,227
06037267402,67063,14028,4790,411,3449,200,817,5,240,66076,13584,4888,334,3336,212,977,19,251,74748,11670,4941,475,3640,91,905,106,104,87095,19279,4872,444,3684,134,852,100,102
06037267403,80156,24419,3162,255,1850,74,1024,155,59,81823,14553,3257,301,1883,130,944,202,98,77625,17820,3117,319,1938,133,845,119,82,88631,11616,3000,248,1973,175,665,106,81
06037267404,70571,18283,3099,373,2142,114,386,60,261,87813,25499,3273,432,2277,126,417,0,290,80549,17267,3340,390,2270,160,522,10,247,82500,14411,3475,409,2348,204,623,12,288
06037267501,66979,12463,6782,681,3550,109,1025,977,637,75780,13557,6939,708,3704,97,1052,1067,525,79531,17480,6489,710,3556,134,1033,805,423,86086,30421,5993,574,3299,155,934,1088,339
06037267502,67857,12267,3514,307,2407,81,588,204,193,80313,8430,3524,349,2428,69,615,221,176,83342,7517,3601,324,2476,60,576,247,219,86343,14537,3632,272,2470,67,669,257,149
