geoid,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races,2017 median income,2017 median income margin of error,2017 race: total households,2017 race: total households margin of error,2017 race: White,2017 race: Black,2017 race: Asian,2017 race: Other,2017 race: 2 or more races,2018 median income,2018 median income margin of error,2018 race: total households,2018 race: total households margin of error,2018 race: White,2018 race: Black,2018 race: Asian,2018 race: Other,2018 race: 2 or more races,2019 median income,2019 median income margin of error,2019 race: total households,2019 race: total households margin of error,2019 race: White,2019 race: Black,2019 race: Asian,2019 race: Other,2019 race: 2 or more races
06037433802,60000,10091,3310,309,1985,52,638,559,73,62167,9884,3474,331,2102,52,652,585,57,70179,10107,3479,267,1975,55,623,718,74,71645,11352,3362,280,1648,63,624,928,65
06037433901,30337,5137,5571,529,3230,74,1318,761,67,32234,8669,5718,508,2972,68,1115,1187,139,41707,4908,5946,525,3213,48,1163,1145,178,41779,4284,6032,534,2835,43,1209,1548,153
06037433902,43013,4637,3458,366,2210,6,433,684,59,43333,6285,3333,373,1825,0,516,906,21,51715,5070,3287,357,1933,0,394,869,19,53205,9213,3284,461,1552,0,433,1204,25
06037434001,44623,5359,4363,334,3067,24,550,656,29,51786,8291,4294,386,2679,8,708,803,62,55000,8597,4284,331,2386,7,738,1046,58,52436,10439,4410,405,2232,6,732,1345,60
06037434003,38239,7308,4400,465,2795,3,625,939,38,40394,4573,4519,451,2690,4,733,1048,38,42702,4497,4532,517,2712,15,689,1057,52,53125,12731,4717,435,2292,17,692,1638,73
06037434004,47900,5114,2915,246,2017,6,157,632,78,50819,5578,2844,270,1689,0,213,836,84,62736,12351,2948,215,1729,0,160,941,91,64443,3583,3039,242,1433,5,189,1323,89
06037460000,114936,15812,4550,353,3342,171,829,88,111,126532,21238,4605,314,3380,175,808,80,152,142827,20810,4613,346,3253,177,946,73,155,129393,22262,4421,340,2930,57,1134,99,191
06037460100,118077,15214,6130,440,4094,513,451,159,877,124318,14007,6194,437,3833,857,554,146,769,130815,15870,6281,466,4359,682,469,121,629,131477,25085,6196,507,4118,720,543,133,662
06037460200,101393,15859,5593,496,2411,2001,396,306,479,93036,21869,5622,585,2305,2127,394,393,355,99643,25031,5840,548,2148,2139,492,591,422,101875,38055,5861,591,2396,1955,493,646,317
06037460301,87321,23844,4440,313,2015,1442,465,258,259,88482,17638,4486,412,2154,1622,198,226,259,98015,13779,4600,395,2115,1688,329,198,226,110714,31137,4845,498,2271,1769,295,193,258
06037460302,83456,12320,4646,376,1989,1666,119,730,134,81486,10861,4737,450,2078,1562,129,839,123,85216,16123,4381,484,2212,1258,203,578,130,68306,13190,4221,477,2091,1213,166,621,130
06037460401,82500,18011,1070,123,403,349,42,193,78,83167,12371,875,76,322,232,51,219,48,86923,14727,903,81,331,257,56,199,45,100417,32045,985,98,377,283,45,243,27
06037460501,177104,24945,5372,257,3410,0,1641,92,229,184405,33491,5611,293,3295,0,1865,107,344,194783,29072,5719,290,3164,0,2017,82,456,189107,34643,5614,379,3069,0,2072,54,419
06037460502,144038,39583,4601,279,2741,4,1504,93,259,146250,34349,4419,253,2572,3,1538,99,207,146297,21031,4406,242,2398,2,1622,103,281,163438,44384,4277,255,2320,13,1572,104,268
06037460600,154563,11373,4732,296,3298,0,1110,37,287,156042,16465,4660,287,3177,0,1112,68,303,155938,26890,4573,273,3210,0,1003,74,286,170648,19860,4416,270,3072,0,988,57,299
06037460700,184000,37995,5071,296,3433,65,1320,63,190,179750,43815,4987,325,3429,36,1304,93,125,207727,55705,4988,278,3286,124,1275,104,199,210208,49912,5139,341,3374,141,1328,102,194
06037460800,187625,38763,3194,242,2540,202,364,0,77,205170,27188,2999,303,2343,206,392,0,44,208229,28646,2989,338,2280,209,409,43,32,212639,38256,3103,303,2378,210,447,19,33
06037460900,69015,6021,7032,503,2808,1975,345,1695,209,76638,10169,7181,492,2772,1633,400,2164,212,78229,11332,7180,551,2299,1603,441,2437,400,79101,11304,6731,631,2149,1093,676,2466,347
06037461000,54900,6333,6629,615,2637,1929,266,1415,271,57375,6264,6404,634,2174,1787,281,1747,294,58866,10075,6416,714,2050,1999,348,1707,197,77569,23324,6249,750,2053,2195,233,1504,215
06037461100,73713,16181,5261,431,2367,1301,373,949,271,73125,13679,5204,419,2302,1243,191,1277,191,81208,18068,5238,489,2124,1147,202,1615,150,90444,17375,5419,428,2279,1279,161,1280,225
06037461200,121618,14996,4612,257,3542,587,266,13,204,131512,31961,4705,332,3649,525,260,93,178,137670,22712,4578,367,3606,425,195,200,144,129974,27504,4535,432,3394,521,240,217,155
06037461300,85448,16349,6876,308,4608,423,1004,566,275,86528,17105,6971,378,4925,373,882,590,198,79479,20693,7055,438,5069,304,730,656,293,82847,23772,6840,474,5043,251,783,450,268
06037461400,55179,12704,3112,296,2187,186,244,288,196,59464,10716,3223,315,2179,234,214,332,256,54000,10155,3145,308,2151,217,256,233,279,60435,10864,3119,319,2151,194,250,246,278
06037461501,66667,9043,4164,382,2314,717,423,494,214,73802,16852,4223,389,2199,701,442,652,227,73906,18071,4074,295,2090,575,450,744,215,83387,14292,3971,303,1749,679,500,815,228
06037461502,50313,9345,7301,622,3729,1606,429,1193,281,52165,9842,7021,599,3422,1511,394,1392,265,58462,8743,6461,607,2733,1301,461,1586,343,62769,4629,6423,634,2586,1041,497,1901,368
06037461600,57686,13451,6173,455,1977,1447,562,1938,207,59375,13737,6385,552,2350,1329,494,2038,142,61551,8336,6224,483,2315,1081,506,2099,200,71250,22706,6058,475,2079,839,702,2078,322
06037461700,107000,22736,1478,120,966,211,169,60,72,126705,11955,1545,125,1029,174,203,66,73,127917,18758,1510,123,1024,159,196,75,56,123854,29117,1526,143,1053,175,150,110,38
06037461901,41484,10282,5064,536,2805,576,278,1299,106,50967,7399,5088,557,2248,722,448,1555,115,49038,9916,5387,575,2038,743,378,2044,158,52000,9782,5051,527,2062,781,439,1558,184
06037461902,42917,40136,1586,177,800,293,296,145,52,-,**,1744,187,892,360,305,124,63,28750,23492,1810,234,890,365,370,113,72,31164,23809,1801,213,827,232,541,88,113
06037462001,36907,6555,3904,469,1460,431,436,1451,22,41589,8277,4011,468,1255,558,276,1712,156,46389,11866,4103,469,1147,512,237,1989,122,61964,17911,4460,544,1256,387,183,2376,125
06037462002,32786,5150,4328,402,1600,485,68,2085,90,34962,7492,4227,401,1156,489,110,2333,105,31071,5726,4161,356,802,585,67,2553,109,30982,5779,4043,447,907,585,67,2317,120
06037462100,51940,8398,5586,440,2814,890,430,1177,194,54972,13657,5879,396,2657,911,391,1703,144,57143,10255,5726,447,2476,539,433,1915,294,61417,7578,5748,402,2102,462,452,2345,316
06037462201,25214,10984,3698,354,2100,447,569,380,145,31292,8416,3744,311,2120,392,583,382,152,35719,8129,3825,298,1951,392,639,578,166,40038,16567,3941,322,1947,361,643,652,234
06037462202,63750,9254,2924,401,1651,225,893,87,68,63634,7701,2693,403,1578,142,843,96,34,63820,11696,2785,376,1435,122,999,195,34,64388,12250,2775,394,1355,222,859,228,111
06037462301,49018,9586,4552,337,2599,382,457,856,205,53351,10383,4589,483,2493,455,365,1038,210,54167,17019,4958,481,2248,467,392,1639,182,57898,19067,5265,442,2301,469,382,1830,253
06037462302,75742,14270,3052,277,1322,245,957,284,244,80789,16794,3202,309,1523,283,846,235,315,75000,18686,3253,307,1338,258,909,417,331,68102,13708,3213,340,1416,170,861,595,171
06037462400,91375,30059,4150,250,3076,247,290,288,216,82500,26417,3978,277,2734,318,317,302,276,85950,22449,3865,228,2585,258,314,423,252,91116,9248,3944,272,2545,186,332,551,259
06037462500,99402,16064,6527,473,4827,166,1163,158,213,90815,15427,6761,506,4758,256,1318,141,288,89179,11896,6549,497,4704,242,1271,92,240,92743,25788,6146,636,4331,253,1118,123,321
06037462600,115714,12732,2203,133,1574,167,267,93,95,115966,8162,2292,121,1662,168,313,83,58,130208,34780,2259,114,1647,162,314,66,63,148393,36894,2152,97,1523,158,309,102,53
06037462700,66458,20394,5392,564,2795,362,862,1031,342,67027,14059,5268,550,2420,323,998,1293,234,74194,17767,5306,613,2644,155,1011,1214,282,80294,16490,5413,681,2644,284,1108,1117,260
06037462800,62150,9165,2663,252,1403,342,576,187,155,66944,10865,2782,226,1401,340,601,302,129,78142,7622,2930,288,1408,349,647,403,112,81424,6249,2827,291,1567,246,532,325,142
06037462900,116250,17431,3876,218,2483,157,869,127,240,116250,23528,3807,230,2530,63,818,241,155,119643,23002,3795,302,2565,133,679,245,173,138611,23538,3797,278,2708,180,528,234,147
06037463000,110809,6838,2163,147,1449,121,529,30,34,111007,9360,2277,190,1474,154,537,72,40,106354,14429,2364,179,1393,161,647,76,87,116181,16512,2665,215,1534,154,793,72,112
06037463101,80400,13849,2415,230,1056,38,862,284,166,84643,12868,2414,234,1180,47,696,310,166,95341,21979,2390,189,966,102,803,288,213,96618,11325,2373,216,1214,106,778,125,142
06037463102,97375,23374,3744,416,2237,53,746,584,116,93934,21598,3970,479,2070,48,1242,411,164,85438,18771,3687,402,2037,37,909,491,180,84182,13001,3878,361,1908,92,1274,443,125
06037463200,70972,10350,3364,267,1934,239,741,316,116,91650,25994,3360,271,1898,236,738,337,116,100982,15131,3435,289,1641,260,989,395,134,109583,14984,3563,342,1758,204,998,404,181
06037463300,84125,9631,2017,135,1227,144,325,193,128,90662,13074,1966,131,1169,104,397,182,114,94050,10167,1932,127,1081,114,470,179,88,101964,11427,1970,157,1078,93,520,184,95
06037463400,76538,8722,5477,453,2537,416,1704,612,190,83869,8365,5807,385,2638,376,1830,709,229,83000,14977,5936,431,2609,407,2014,597,272,93433,8180,5787,495,2792,379,1615,778,207
06037463500,76354,8017,6127,535,3415,510,1787,193,177,78218,13450,6134,415,3610,355,1672,182,244,79977,11143,5917,381,3595,362,1558,184,187,95339,16014,5982,525,3444,330,1615,389,180
06037463601,76137,4371,5825,352,2931,322,1620,597,341,79523,8370,5883,416,3065,241,1758,501,300,82070,12320,5937,516,3003,212,1890,485,314,81782,5090,5988,508,3239,145,1841,429,301
06037463602,76073,6845,5541,624,3075,458,1605,33,334,75395,11609,5586,794,3137,415,1603,122,309,77043,10630,5915,836,3017,459,1864,202,336,83065,9854,6057,660,2957,565,1937,199,367
06037463700,119167,22658,2699,317,1846,218,391,159,85,117500,33688,2643,286,1697,220,390,212,124,129375,25009,2884,312,1879,232,485,140,148,136389,21917,3138,312,2122,190,444,146,236
06037463800,165735,14812,3804,264,2689,188,545,220,145,165139,19477,3967,261,2744,124,713,219,149,153750,26094,4064,250,2860,86,661,142,299,158438,20415,4066,321,2944,95,681,75,271
06037463900,83563,14297,3388,309,2398,196,458,278,53,97689,20107,3360,319,2293,250,417,298,99,95096,24241,3188,288,2118,245,390,290,145,104260,13294,3290,308,2253,298,381,170,161
06037464000,107237,25294,5964,448,3747,143,1543,234,269,108519,22855,5974,473,3748,183,1589,268,169,99492,28577,5722,464,3245,611,1485,80,301,107438,28007,5623,470,3282,519,1447,114,261
06037464100,146037,27879,7397,434,3106,53,3512,481,222,165921,43773,7370,380,3045,54,3502,530,198,163092,25514,7214,406,2506,55,4216,141,249,168438,30857,7121,377,2501,56,4162,129,246
06037464200,123681,21581,5927,435,1877,114,3789,19,128,127422,34673,5961,384,1812,120,3661,205,163,153750,30059,6071,404,1736,210,3682,224,219,161979,21665,6073,378,1656,190,3817,250,160
06037480002,96932,13661,3410,248,1186,53,1812,258,92,102944,12817,3458,232,1269,53,1812,214,102,108095,12867,3498,295,1333,60,1719,272,103,109625,16340,3623,280,1345,69,1837,345,27
06037480011,60718,8591,5225,368,1406,75,2195,1393,150,63370,5785,5119,337,1364,68,2238,1296,115,63036,5435,5385,419,1459,59,2315,1430,81,63446,10756,5466,603,1395,28,2505,1395,101
06037480012,67750,12331,5112,367,1078,17,3269,648,92,69688,14592,5058,558,1337,23,3109,505,84,80723,7722,4871,444,1220,59,2999,477,116,84234,7730,4975,379,1234,51,3051,454,185
06037480101,64808,25844,4248,282,877,2,2811,482,76,67500,21719,3956,263,811,3,2621,331,176,68243,11809,3965,281,657,4,2810,301,180,74896,34750,3731,289,612,3,2746,190,165
06037480102,70513,17584,4731,324,1374,88,2659,410,176,65929,13473,4656,338,1159,65,2889,304,145,66210,11359,4740,298,1422,95,2754,275,114,75216,12739,4487,287,1316,97,2599,240,162
06037480201,97599,13010,4050,304,2046,51,1532,217,204,102639,17504,3923,263,1840,69,1426,437,151,102484,17126,3921,229,1878,69,1434,331,209,113393,21397,3787,327,1643,49,1468,457,170
06037480202,98587,9510,2708,217,1177,24,1125,311,55,101080,9246,2669,197,1052,24,1140,295,139,102368,12773,2614,200,923,53,1092,359,150,100875,16041,2553,214,764,27,1121,462,149
06037480302,60612,13193,4661,361,1493,395,1776,748,217,57109,15208,4533,293,1473,186,1885,759,169,64028,7643,4593,303,1651,177,2048,484,158,75326,10565,4672,346,1606,41,1991,713,214
06037480303,46607,7840,4105,330,796,106,1655,1163,275,48841,5622,3856,250,746,132,1741,997,127,48138,11406,3850,312,877,121,1599,1067,87,51667,4848,4103,272,833,230,1826,1113,88
06037480304,31311,13622,4277,248,692,59,2470,944,91,33065,12481,4386,331,610,78,2507,1070,84,39575,9361,4459,325,637,79,2582,994,111,50280,8313,4506,285,732,77,2445,1018,180
06037480400,58520,13441,5391,492,1722,156,2268,1048,152,61042,16869,5424,487,1846,159,2474,754,163,55208,7016,5321,445,1733,223,2408,580,352,66389,21524,5538,535,1689,205,2687,631,301
06037480500,102791,17972,5065,441,2956,63,1381,219,446,111250,18148,5077,387,3084,66,1315,259,353,117143,18402,5053,364,3218,3,1264,283,285,120521,20852,5108,338,3254,3,1437,184,230
06037480600,68940,10642,8533,506,5040,389,1856,470,750,74779,10546,8153,472,5095,494,1501,571,475,77963,8342,7874,445,4708,384,1738,527,486,92837,9067,8038,392,4844,518,1752,432,477
06037480702,103036,19743,4182,307,1974,147,1604,267,190,120365,26103,4347,310,2014,160,1692,332,149,152500,29165,4477,310,2001,221,1861,209,185,153487,31715,4284,329,1947,220,1823,94,200
06037480703,98846,16836,3339,298,1843,61,1127,121,187,101156,13628,3633,297,2078,56,1225,120,154,106750,27008,3694,290,2014,148,1278,110,144,122188,20413,3612,309,1907,136,1286,116,167
06037480704,77068,10133,4817,316,2209,62,1731,406,389,75869,6734,4764,327,1969,54,1841,358,483,79621,7936,4726,255,2333,39,1596,275,421,82159,9143,4619,254,2287,45,1520,252,471
06037480802,48043,12001,3231,342,996,3,1495,688,49,60000,25353,3264,363,846,2,1262,1096,58,67724,19417,3277,318,804,3,1284,1082,102,68145,26430,3162,291,861,5,1173,1005,115
06037480803,67313,9778,3926,417,1469,9,1174,1041,225,71888,10018,3782,307,1382,18,1033,1100,233,73841,6239,3987,360,1383,54,1128,1144,232,76156,18231,3699,267,1321,50,853,1202,231
06037480804,58719,5904,5176,479,914,87,2216,1766,193,59706,7181,5280,489,938,84,2388,1656,214,61934,9361,4988,394,987,118,2366,1205,312,66625,12405,4892,442,1038,193,2300,1019,342
06037480901,56893,12627,5036,406,993,98,2769,1083,93,63082,13623,5316,389,1027,138,2767,1286,98,67704,15173,5512,431,1040,256,2586,1528,102,57802,12505,5407,383,900,197,2687,1539,84
06037480902,42101,8493,4018,359,761,30,1886,1022,226,46563,8978,4035,402,853,49,1938,993,139,47070,10107,4263,428,939,80,1961,1138,68,50127,8623,4109,360,973,71,1969,1017,46
06037480903,62619,15817,2929,262,541,45,1779,516,35,67143,26708,2942,215,483,43,1763,589,48,59688,13076,3108,205,557,56,1930,482,83,67039,13499,3248,230,590,28,2096,420,108
06037481001,45445,7964,4178,369,958,5,2298,831,78,45818,6414,4236,338,939,22,2468,743,56,45000,9404,4259,400,890,30,2617,661,48,51591,7745,4369,293,958,37,2608,686,74
06037481002,55714,13567,5952,412,1070,18,2767,1968,105,52500,9271,6015,458,817,17,2823,2231,103,58589,16312,5408,496,948,43,2813,1433,146,60275,15194,5646,549,936,14,2998,1467,203
06037481101,50248,5008,4303,307,999,36,1848,1318,76,53355,4583,4391,393,1134,50,1922,1161,83,55914,4122,4354,477,1102,62,1931,1164,56,62824,4991,4513,349,1342,72,2080,930,64
06037481102,48261,6188,3782,392,719,59,2488,462,54,50463,7308,3926,351,747,54,2594,430,101,50087,10785,4025,364,898,62,2623,308,134,53024,12556,4000,346,835,56,2611,292,206
06037481103,56149,6013,4704,337,574,23,2830,1165,64,59451,4531,4803,370,629,15,2843,1287,29,61506,9270,4952,506,723,16,2424,1730,42,70618,9578,4926,454,698,16,2528,1596,73
06037481201,49554,16714,3620,283,564,29,2379,590,58,58199,14104,3794,300,456,35,2553,703,47,58036,15176,3651,288,499,0,2463,644,45,75078,16539,3910,406,486,24,2473,876,51
06037481202,61419,8110,5754,615,1189,76,3344,1016,114,64768,11461,5737,557,971,18,3441,1170,120,70735,10380,6088,457,1170,20,3606,1179,107,73182,12621,6188,666,1130,7,3548,1231,262
06037481300,51950,10571,3201,232,589,30,2085,458,0,54583,10544,3303,233,438,22,2251,581,0,62930,7019,3334,220,511,14,2236,561,0,66500,11140,3299,215,554,17,2219,471,24
06037481401,46950,4200,6372,438,613,0,5013,627,86,44787,5823,6356,414,652,0,5042,560,65,43980,4440,6014,354,613,2,4764,532,67,47207,7390,6267,469,686,3,4785,694,82
06037481402,48798,12979,7009,637,1221,64,5112,500,112,54290,12096,7304,627,1267,21,5046,823,147,60699,12398,7242,686,1346,20,5066,773,37,60847,10737,6598,686,903,20,4626,836,163
06037481500,51458,15826,4299,317,688,30,3049,315,214,58279,9240,4492,365,653,34,3281,384,140,62344,14901,4640,317,564,55,3534,362,125,69452,11924,4489,315,496,58,3400,444,91
06037481603,46935,9177,3900,375,717,140,2721,220,64,52894,13435,3574,333,578,181,2378,218,52,48454,16202,3418,302,474,178,2302,229,46,56159,16761,3486,344,395,168,2314,328,56
06037481604,49928,11942,4086,390,883,60,2474,614,47,55813,5173,3750,218,943,64,2207,483,44,57262,10958,3825,192,969,52,2137,640,18,58137,8468,3701,197,875,64,2132,605,14
06037481605,53661,12864,2880,258,545,0,1876,394,29,51571,13159,2933,316,821,0,1549,470,17,55938,12836,2910,286,590,0,1846,355,94,55948,17137,2831,271,575,0,1790,358,85
06037481606,45307,7648,5046,397,615,221,3196,882,132,51685,5251,5135,425,613,211,3297,851,152,53177,4905,4962,324,579,223,3333,686,120,54762,4951,5013,359,603,279,3395,653,62
06037481711,40060,9497,4296,347,212,7,3847,148,72,36863,10366,4249,366,234,7,3586,272,70,37328,12115,4341,332,275,10,3639,285,50,45554,7003,4246,364,310,15,3618,213,15
06037481712,46719,6795,5606,488,467,8,4427,419,102,48706,5286,5589,438,550,0,4504,370,77,50144,7212,5451,521,557,0,4388,401,37,49837,7090,5329,459,537,0,4180,503,26
06037481713,51250,8860,2950,284,105,0,2318,469,37,52917,9800,2910,295,84,0,2318,457,30,56792,14762,2851,311,127,0,2329,365,4,63563,16619,2736,388,127,0,2127,447,9
06037481714,34205,11672,2499,212,194,0,2095,191,14,35855,8917,2711,243,121,0,2389,111,70,41512,4153,2784,198,147,6,2480,61,73,42604,4217,2739,254,202,11,2385,56,68
06037481800,83333,8654,2889,203,725,13,1715,359,77,89890,13241,2931,171,732,12,1708,411,68,86136,10447,2820,183,768,7,1718,291,36,94531,16552,2558,165,723,6,1571,199,59
06037481901,76183,10534,5645,337,1824,43,2265,1325,164,81552,8909,5992,311,1875,44,2264,1594,215,84792,12970,5954,365,1867,54,2138,1775,120,94943,16025,5775,301,2041,47,1987,1577,118
06037481902,59853,12280,3241,260,950,45,1275,887,66,63802,9156,3292,289,892,41,1323,969,49,62903,4918,3420,308,998,48,1146,1148,55,56836,9285,3443,268,1233,124,1094,942,33
06037482001,105500,19205,2814,185,383,0,2139,251,41,97321,29955,2794,194,353,0,2121,261,59,89531,24135,2615,230,283,0,2079,184,69,90179,18607,2650,245,299,0,2130,173,48
06037482002,59474,12828,6769,532,865,22,3898,1731,148,58605,9966,6849,409,730,59,4098,1728,119,59779,9221,6682,410,699,92,4018,1599,127,66103,12084,6760,377,660,97,4153,1683,94
06037482101,56586,8619,4929,324,839,0,3234,794,18,57022,7878,4691,308,745,12,3178,625,41,58255,7948,4641,280,691,11,3198,563,36,61667,11497,4750,302,748,14,3196,644,71
06037482102,67750,5431,2927,236,653,80,1508,436,202,70841,5461,3017,233,617,52,1615,459,223,74297,6786,2849,237,606,19,1644,334,200,87000,16680,2943,247,692,52,1736,301,134
06037482201,41585,7705,3892,310,300,1,2836,619,136,36250,11615,3899,339,259,2,2951,534,153,42202,12651,4006,374,265,1,3103,536,101,46768,11865,4076,409,488,1,2885,641,61
06037482202,44143,9446,5200,406,778,37,3935,285,69,47181,7378,5079,316,434,74,3861,619,38,50407,5442,4897,367,427,69,3667,643,12,57361,11287,5087,494,418,70,3657,871,34
06037482301,37065,7531,4995,447,825,2,3362,709,1,36761,10545,4792,387,810,22,3196,677,1,40583,6580,4893,445,669,25,3418,675,13,41266,8262,4941,501,357,25,3868,677,14
06037482303,36047,6584,5845,512,822,0,3662,1245,22,39302,6868,5947,617,709,0,3592,1614,32,48233,11271,6084,534,508,0,3828,1648,24,54177,6797,6156,427,615,0,4087,1369,27
06037482304,29707,4147,3917,288,923,11,1748,1212,23,32025,7296,3733,320,545,0,2159,996,33,32287,3546,3437,293,560,0,1737,1110,30,33940,5796,3216,321,633,52,1592,866,73
06037482401,49266,3839,3973,285,627,0,2308,982,22,51277,5201,3880,340,616,0,2012,1200,19,52407,7164,3765,257,737,0,1881,1068,43,49295,4535,3670,231,656,0,2006,950,23
06037482402,52356,15919,7525,506,1684,0,4221,1422,198,54590,20178,7241,512,1123,0,4135,1786,197,52622,13859,7585,442,1138,0,4069,2246,132,53901,19049,7566,491,744,109,3796,2876,41
06037482502,41250,2584,3079,247,382,11,2313,347,5,42224,5031,3285,276,354,10,2509,375,13,48448,9325,3385,380,310,21,2753,263,38,57045,10019,3310,285,412,22,2560,272,44
06037482503,43393,10705,4335,380,575,14,2656,981,68,52885,14633,4447,427,583,19,2637,985,104,57121,10436,4399,352,576,27,2670,841,162,62675,7510,4293,366,725,52,2574,638,188
06037482521,51792,12887,5752,611,1590,47,2970,980,153,56047,13220,5745,611,1537,42,3063,974,116,59727,12983,5827,596,1415,34,3084,1144,138,67295,8611,5842,652,1318,35,3199,1142,138
06037482522,61157,11397,4930,420,2113,29,2387,298,103,55923,13815,5155,441,2225,11,2057,696,159,67857,13967,4861,433,2188,8,2012,538,109,65786,10679,4478,389,1575,17,2026,720,133
06037482600,60903,12663,6209,498,1501,0,3956,563,124,62447,21948,6714,589,870,0,4834,795,148,69063,28242,6835,551,1279,0,4083,1209,149,70417,21464,6262,425,1147,0,3815,1038,113
06037482701,67730,9879,4557,552,1016,22,1630,1598,253,62768,9358,4253,392,1004,22,1568,1363,269,68125,15933,4163,425,804,26,1542,1478,295,74148,18920,4323,469,883,13,1545,1842,40
06037482702,57344,16963,2413,186,761,0,1175,400,77,67708,13509,2522,189,800,0,1176,459,87,75119,18984,2399,187,591,31,1166,510,101,82917,18026,2373,185,689,27,1106,426,121
06037482800,64342,15211,4511,328,935,78,1932,1327,172,65809,18544,4467,349,795,81,2106,1250,173,64567,11882,4498,381,651,88,2190,1329,192,71401,11771,4524,383,752,115,2383,1039,188
06037500100,115455,43361,3676,287,2641,4,661,283,60,116576,48104,3965,324,2885,5,557,421,75,114632,57013,4140,365,2782,4,582,649,100,123021,54777,4840,352,3010,5,795,829,176
06037500201,115051,14167,6193,482,4176,13,869,690,400,112188,15313,6682,406,4448,17,823,944,418,119653,20943,6978,449,4943,20,833,754,388,114831,16909,7267,485,5592,29,549,829,268
06037500202,132409,14028,4768,284,3207,77,621,656,191,133774,13597,4753,273,3138,69,571,706,233,135811,17411,4815,352,3067,34,677,722,281,133125,28251,4988,334,2961,33,1039,703,206
06037500300,124500,32912,3268,284,2108,25,495,450,181,103582,30988,3142,209,1892,30,521,508,191,99330,18391,2904,240,1812,16,483,438,155,102875,23105,2973,204,1906,26,481,461,99
06037500402,42270,8292,4453,383,2132,24,28,2068,160,39688,10055,4700,537,2035,0,21,2393,208,43906,13647,4745,462,1968,0,24,2546,185,54375,13252,4856,414,1662,0,21,3077,54
06037500403,60521,6851,4193,380,2724,43,276,1043,78,64327,15284,4032,332,2754,0,276,949,17,80949,8516,3896,280,2452,0,323,1022,20,82169,11349,3829,271,2388,0,298,1043,18
06037500404,70513,10322,5066,457,2353,128,399,2095,91,78601,7017,4977,395,2232,150,691,1811,93,75179,8782,4764,435,2216,110,390,1992,56,71654,6941,4551,379,2120,24,310,2012,85
06037500500,43929,5344,2787,269,1381,50,279,1050,21,48177,7194,2937,311,1371,38,284,1217,21,50592,7276,2849,338,1372,36,210,1186,31,53500,8525,2703,358,1435,23,226,995,9
06037500600,49259,4961,5942,640,2783,29,58,2917,155,65930,17623,5679,551,2669,0,33,2805,164,59375,17929,5303,466,2218,0,74,2918,86,56920,12487,4912,468,2195,0,100,2518,83
06037500700,66151,7140,6641,416,4314,0,65,2056,110,65322,7055,6380,462,4289,1,50,1814,141,76188,17355,7161,495,4230,7,72,2609,218,79872,13624,7150,470,3995,28,78,2768,258
06037500800,63155,8674,5532,492,2646,184,87,2292,218,62981,8269,5515,495,2825,173,88,2155,105,67014,12074,5813,437,2949,134,71,2414,98,66116,11397,5362,528,2460,77,62,2563,123
06037500900,52816,9099,6005,488,2822,123,172,2612,184,54676,10684,5999,479,2979,144,175,2462,148,60486,12535,6135,521,3164,121,179,2429,195,55446,10098,6363,550,2999,134,273,2794,147
06037501001,53047,8481,3327,395,1444,0,0,1777,39,69632,14879,3428,408,1357,0,0,1938,44,75230,16972,3305,349,1090,0,11,2059,50,76067,14925,3046,268,1104,0,16,1758,36
06037501002,81979,7621,4860,331,2503,109,62,2015,132,86795,8837,5165,292,2422,124,64,2381,124,92609,9314,5159,234,2149,105,77,2644,156,100217,12222,5013,240,2005,26,66,2785,101
06037501200,88750,19131,5354,428,2546,142,376,1956,315,87283,20693,5036,422,2461,114,286,1985,163,97582,10391,4877,464,2344,117,483,1725,181,96071,18160,4864,387,1875,24,438,2243,242
06037501300,72313,9712,7208,439,4028,84,334,2553,209,70824,8718,7149,493,3417,72,350,2907,403,73068,10391,7118,493,3595,68,269,2833,323,76027,11444,7154,528,3896,95,212,2392,530
06037501400,46859,9808,4225,350,1638,34,85,2377,83,53785,8988,4021,419,1791,120,142,1857,104,44417,11881,3793,338,1579,82,122,1872,37,43929,17921,3669,325,1688,59,110,1668,66
06037501501,94583,15116,2455,184,1481,56,230,557,131,103854,10952,2538,192,1465,46,258,609,155,104074,6922,2365,165,1314,0,236,635,174,102292,9102,2272,140,1235,0,222,642,165
06037501503,56757,8637,4894,414,2200,69,135,2238,208,62955,7833,5283,422,2287,36,91,2500,265,66500,11088,5247,431,2227,38,112,2405,339,66053,8270,5280,453,2221,40,106,2468,303
06037501504,35736,5585,3496,297,1584,39,185,1586,84,33958,7561,3463,319,1406,45,272,1649,74,35444,6002,3359,321,1187,18,222,1791,116,35601,5492,3369,369,1100,31,285,1852,76
06037501600,88077,21110,7822,538,4934,148,857,1754,82,98359,35585,7898,434,4656,145,732,2221,89,112656,30997,7603,436,4921,146,775,1581,91,95587,21528,7769,455,4726,186,634,2006,143
06037501700,77237,22357,3760,345,3116,33,108,384,49,87500,14898,3512,351,2790,34,107,432,77,94153,14177,3524,280,2816,61,124,460,63,101579,15805,3425,273,2465,9,138,750,63
06037501802,71821,8620,3420,341,1858,30,73,1390,69,74145,8430,3550,281,1748,105,54,1539,104,75428,8955,3485,333,1642,168,59,1549,67,68783,14068,3311,303,1568,195,53,1464,31
