geoid,2011 median income,2011 median income margin of error,2011 race: total households,2011 race: total households margin of error,2011 race: White,2011 race: Black,2011 race: Asian,2011 race: Other,2011 race: 2 or more races,2012 median income,2012 median income margin of error,2012 race: total households,2012 race: total households margin of error,2012 race: White,2012 race: Black,2012 race: Asian,2012 race: Other,2012 race: 2 or more races,2013 median income,2013 median income margin of error,2013 race: total households,2013 race: total households margin of error,2013 race: White,2013 race: Black,2013 race: Asian,2013 race: Other,2013 race: 2 or more races,2014 median income,2014 median income margin of error,2014 race: total households,2014 race: total households margin of error,2014 race: White,2014 race: Black,2014 race: Asian,2014 race: Other,2014 race: 2 or more races,2015 median income,2015 median income margin of error,2015 race: total households,2015 race: total households margin of error,2015 race: White,2015 race: Black,2015 race: Asian,2015 race: Other,2015 race: 2 or more races,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races
42101036301,54817,15525,3919,367,3423,85,205,113,93,53846,4505,3778,408,3244,119,219,103,93,59167,9636,3840,354,3109,103,423,103,102,56653,7793,3477,313,2795,114,435,69,64,59868,8781,3370,282,2689,95,554,9,23,64107,9028,3454,258,2793,94,530,8,29
42101036302,66215,10683,3493,422,2702,456,151,184,0,65111,10739,3510,494,2752,501,63,180,14,46179,18634,3374,454,2783,454,79,46,12,46076,10359,3319,377,2487,573,136,87,36,50739,11966,3597,488,2591,700,85,124,97,47267,12203,3450,482,2303,780,96,164,107
42101036303,62161,5667,6503,383,6265,0,206,32,0,60205,6365,6497,422,6201,0,258,38,0,58098,8562,6005,399,5707,0,283,15,0,60917,4505,6197,374,5838,0,341,18,0,58949,6177,6212,444,5712,162,316,22,0,59462,5653,6059,365,5600,188,271,0,0
42101036400,44063,208421,278,181,161,59,0,49,9,114688,64001,363,193,210,91,7,45,10,144167,77049,485,224,298,123,23,33,8,64063,94028,613,222,343,183,41,36,10,64063,35178,759,262,502,184,24,27,22,56719,14990,815,235,565,188,28,15,19
42101036501,49798,16309,5887,406,5045,447,139,235,21,57888,18875,5758,612,4745,574,182,210,47,43575,12432,5581,496,4438,769,224,106,44,46397,6323,5603,432,4493,816,252,0,42,46183,8210,5385,544,4323,746,241,0,75,42661,13274,5137,587,4162,618,250,0,107
42101036502,78750,23449,3961,490,3709,72,170,0,10,78068,16307,4132,434,3859,64,200,0,9,69583,13697,3919,493,3682,3,225,0,9,76020,8585,4031,330,3908,4,104,11,4,77212,8573,4288,251,4119,4,137,7,21,77443,10525,4134,253,3755,4,157,176,42
42101036600,131848,24720,1333,211,1043,140,139,0,11,126875,15984,1518,219,1159,58,291,0,10,117026,23091,1573,230,1268,73,217,15,0,106250,28135,1727,229,1287,112,296,24,8,101984,22879,1867,238,1289,165,288,49,76,101447,13988,1945,279,1308,179,260,91,107
42101036700,77060,10434,2425,269,1780,483,76,73,13,84511,8138,2304,267,1686,484,81,38,15,87386,9156,2457,266,1864,472,86,35,0,83086,12122,2590,263,1989,488,65,41,7,93151,6548,2747,250,2063,517,92,42,33,94914,8272,3003,251,2290,559,76,27,51
42101036900,48144,30115,6019,1434,3156,516,1958,215,174,47614,32412,5666,1238,3079,506,1629,321,131,59500,18898,5311,785,3144,463,1391,222,91,58500,18255,5125,955,2862,423,1468,268,104,47083,16973,5139,1002,2948,501,1433,120,137,44464,18042,5355,903,3345,680,1099,119,112
42101037200,44313,6417,4206,277,3442,143,573,31,17,47222,7546,4271,287,3450,175,603,30,13,51745,8807,4354,266,3446,221,658,19,10,55259,8164,4208,379,3228,173,760,19,28,55942,5682,4564,395,3138,294,999,73,60,57955,10109,4608,368,3019,340,1118,62,69
42101037300,48163,7021,4695,544,3783,554,356,2,0,47500,8620,4794,451,3889,383,508,2,12,51061,9992,5093,436,4111,382,567,3,30,63113,13651,5160,419,4382,309,439,4,26,71029,7931,5440,409,4582,319,499,9,31,78209,8490,5835,413,5088,226,460,23,38
42101037500,72063,16997,4127,512,2248,1574,151,89,65,64659,15506,4215,366,2248,1675,142,86,64,64099,13641,4140,428,2200,1575,218,67,80,67750,16201,4144,389,2219,1614,219,38,54,63421,11067,4241,485,2182,1730,197,88,44,67736,13622,4178,399,1838,1912,254,79,95
42101037600,56350,7799,1944,296,810,485,524,104,21,53417,10867,2306,387,1096,627,494,9,80,53750,10641,2569,401,1250,624,556,63,76,39911,13747,2666,382,1281,678,541,79,87,45833,8872,2822,394,1322,669,628,99,104,47632,11949,3058,432,1469,677,618,171,123
42101037700,14838,3834,5351,786,1958,2915,131,308,39,16862,4549,5158,777,1879,2409,190,616,64,18834,4602,5340,802,1837,2431,257,768,47,22181,16845,5137,707,1971,2177,365,546,78,31000,10509,5338,1363,1957,2468,458,413,42,28452,11085,5476,1206,1945,2667,568,240,56
42101037800,34179,8599,1768,302,1542,88,65,16,57,45441,16304,1937,354,1676,119,10,28,104,46949,15306,2062,337,1746,99,25,19,173,43696,10309,2088,276,1746,272,30,22,18,41719,11203,2242,277,1909,246,33,31,23,52500,12437,2624,361,2164,353,40,42,25
42101037900,34464,8657,4354,417,4085,13,77,150,29,31169,11702,4549,433,4084,194,83,155,33,36997,12475,5012,523,4729,194,45,19,25,45183,9252,5039,423,4835,153,51,0,0,47336,8546,5308,475,5102,148,0,58,0,51204,10787,5437,514,5235,127,27,48,0
42101038000,39500,15698,2298,323,1840,195,50,213,0,42744,13473,2331,323,1871,184,35,221,20,40192,15591,2349,301,1902,85,34,295,33,50161,9659,2401,258,1982,100,41,248,30,40685,6915,2216,215,1837,113,36,198,32,41202,7328,2441,248,1944,175,5,279,38
42101038100,21667,8579,796,184,429,314,6,4,43,25074,6578,825,141,506,283,7,8,21,22321,5523,965,172,541,394,12,9,9,25139,7016,1228,195,660,523,14,9,22,26080,6614,920,193,568,298,5,20,29,31875,17899,796,129,518,249,5,7,17
42101038200,26005,5540,2696,400,1329,511,81,609,166,26715,3699,2627,359,1349,471,13,655,139,22280,7449,2313,309,1438,313,16,381,165,22327,10479,2303,247,1402,397,24,315,165,27879,7780,2551,321,1602,396,41,352,160,26667,5225,2580,317,1601,498,49,361,71
42101038300,23125,9397,3413,482,394,643,0,2256,120,20921,6873,3533,554,672,765,0,1867,229,24740,7561,3747,499,852,1065,0,1609,221,21250,6999,3820,607,1027,1157,0,1464,172,21500,8025,3972,577,1091,1273,0,1406,202,23382,9437,3744,472,1085,1244,0,1207,208
42101038400,69000,16406,2410,212,2206,76,57,15,56,76000,15352,2438,238,2148,154,69,9,58,73125,14954,2490,217,2110,225,67,36,52,81202,6354,2456,201,2082,206,59,32,77,76750,13227,2532,174,2119,260,31,31,91,84519,11862,2449,180,2034,335,12,42,26
42101038500,86915,2716,1869,175,1685,89,95,0,0,89864,24247,1822,173,1653,87,82,0,0,112656,35296,1870,149,1684,63,96,0,27,90547,10357,1934,150,1660,122,109,2,41,87361,15178,1922,147,1717,118,56,1,30,86058,20535,1866,145,1592,138,103,1,32
42101038600,68984,35969,1408,181,1205,170,0,0,33,105987,31255,1485,124,1301,153,2,0,29,123750,60618,1370,133,1136,180,27,0,27,128056,28634,1384,78,1166,168,14,0,36,126607,19707,1369,74,1140,156,24,5,44,145104,40646,1410,84,1160,190,30,5,25
42101038700,94444,18427,2243,244,1924,156,71,31,61,101964,38371,2207,204,1847,183,78,30,69,126333,23395,2320,236,1889,223,74,28,106,128669,11471,2358,226,1844,295,104,26,89,128482,13987,2439,261,1898,307,101,43,90,137386,32879,2572,306,2043,258,159,49,63
42101038800,78411,11735,3536,250,1969,1241,144,117,65,73462,14999,3357,186,1889,1137,155,115,61,72356,12751,3546,243,1872,1268,222,119,65,72962,17642,3763,314,2059,1408,153,35,108,72696,9129,3767,325,2308,1077,196,74,112,74886,16591,3895,303,2321,1287,84,67,136
42101038900,46081,8956,2996,507,163,2793,25,4,11,43306,11240,3262,522,141,3084,15,2,20,39886,9882,3208,456,257,2912,16,12,11,39917,8706,3346,421,295,3006,20,13,12,34522,5843,3221,380,302,2869,17,19,14,34674,7458,3181,362,340,2800,7,10,24
42101039000,31961,5194,7703,944,1930,4681,141,700,251,31585,3866,7519,920,1812,4585,131,787,204,30081,5589,7420,750,1698,4263,207,889,363,32119,5372,7946,837,2008,4741,186,788,223,30098,7689,8258,826,1475,5327,235,1017,204,31063,10865,9285,913,1838,5982,160,1089,216
42101980000,16500,27112,884,313,455,162,254,0,13,19250,29297,1087,335,543,240,266,12,26,39861,52192,1228,600,712,213,216,29,58,71667,30204,1217,533,765,120,185,67,80,70268,17806,1248,554,773,148,180,67,80,64375,11866,1026,510,588,127,131,104,76
42101980100,47857,49831,24,14,24,0,0,0,0,48667,13856,51,17,51,0,0,0,0,66250,40321,59,29,59,0,0,0,0,56563,31850,61,30,61,0,0,0,0,84250,73332,80,34,80,0,0,0,0,92500,24621,107,36,107,0,0,0,0
42101980200,143889,57204,173,171,151,9,0,4,9,148333,84326,242,145,206,15,0,5,16,100313,79266,317,137,258,48,0,3,8,96375,24191,354,146,248,89,0,4,13,96667,10899,479,178,383,90,0,3,3,113021,28574,715,184,624,91,0,0,0
42101980300,-,**,0,81,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0
42101980400,-,**,0,81,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0
42101980500,-,**,0,81,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0
42101980600,-,**,0,81,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0
42101980700,-,**,0,81,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0
42101980800,-,**,0,81,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0,-,**,0,10,0,0,0,0,0
42101980900,-,**,0,81,0,0,0,0,0,-,**,4,6,4,0,0,0,0,-,**,4,6,4,0,0,0,0,-,**,5,7,5,0,0,0,0,-,**,4,6,4,0,0,0,0,-,**,4,5,4,0,0,0,0
42101989100,-,**,5390,702,1042,3839,47,399,63,-,**,4985,735,946,3543,67,375,54,-,**,4508,586,965,3149,81,270,43,-,**,3744,625,847,2661,28,164,44,-,**,3145,531,641,2239,49,151,65,-,**,2926,755,568,2085,47,148,78
