geoid,2020 median income,2020 median income margin of error,2020 race: total households,2020 race: total households margin of error,2020 race: White,2020 race: Black,2020 race: Asian,2020 race: Other,2020 race: 2 or more races
48439114108,114375,16453,5155,699,4812,168,19,132,14
48439114109,112055,14187,11411,2346,8345,822,564,300,906
48439114110,124444,20258,8170,1432,6711,920,115,218,178
48439114111,134063,93205,1725,420,1608,81,36,0,0
48439114112,133642,24543,5733,1028,4985,284,0,354,0
48439114113,78654,17341,4290,715,3934,226,0,0,130
48439114203,56833,18474,5638,916,5307,6,6,247,44
48439114204,71359,14243,6738,617,6254,44,41,15,384
48439114205,64293,18938,3093,449,2979,3,10,67,30
48439114206,74511,16233,4499,780,4140,36,42,109,147
48439114207,99333,7747,5856,726,5114,193,138,133,261
48439121605,54423,21167,3118,484,2681,264,28,10,135
48439121606,105560,6085,3482,642,3020,236,73,7,136
48439121608,74684,8732,6268,1041,4902,732,314,147,127
48439121609,121202,19450,5219,549,3683,730,467,70,264
48439121610,81667,22460,2778,394,2126,169,153,265,65
48439121611,82565,8642,4330,467,3045,608,224,184,269
48439121612,86275,17722,3121,532,2420,236,126,269,70
48439121613,69542,12093,4521,829,2912,829,0,35,745
48439121614,48148,14545,2925,896,1712,1181,0,0,32
48439121615,77255,54316,3766,1456,1622,679,484,166,815
48439121702,45488,7389,2345,319,1288,740,8,256,53
48439121703,34803,5319,5431,565,3484,930,273,424,320
48439121704,35943,4676,3423,741,2144,545,93,251,362
48439121904,45625,7894,5167,902,2724,1056,0,981,406
48439121905,24060,5483,5750,1428,1635,1745,1043,428,872
48439121906,42469,6853,4366,577,2205,838,132,850,341
48439121907,38346,8346,4873,697,2432,1073,193,864,311
48439121908,33182,12331,1271,371,374,462,0,356,79
48439122001,53833,12620,4029,546,2588,149,8,1022,218
48439122002,39363,5865,4773,1225,2513,964,21,1015,244
48439122100,44538,15082,7803,1774,4807,326,32,993,1324
48439122200,29654,4547,2187,374,1566,298,0,87,236
48439122300,21452,3850,4789,634,2279,939,1069,94,334
48439122401,21678,9361,1845,461,632,209,368,529,98
48439122402,55761,13367,4198,916,2708,538,673,163,95
48439122500,51196,5784,4229,709,3061,675,179,19,284
48439122600,69423,7461,4273,544,3403,425,7,106,240
48439122701,39756,19240,2112,293,1420,429,55,115,93
48439122702,51345,15685,2696,655,2057,232,42,235,130
48439122801,35423,6439,3990,717,1769,1124,45,1021,31
48439122802,39306,14640,5826,1113,3219,708,473,523,895
48439122901,44503,17548,3879,877,2599,22,0,879,50
48439122902,60750,17382,2905,587,1962,455,78,356,54
48439123001,54042,24838,3181,585,2000,664,245,224,48
48439123002,64375,25966,2662,326,2314,171,151,0,26
48439123100,26885,13857,3191,603,1042,1343,40,729,37
48439123200,60343,16433,2600,457,1832,303,68,119,278
48439123301,99219,28793,1116,246,1006,32,29,21,28
48439123302,85000,16302,5621,654,3675,1139,211,195,338
48439123500,38114,8118,3369,488,1629,1109,0,570,61
48439123600,38444,9863,2928,462,1658,669,61,295,245
48439123700,73953,16192,3658,423,2940,210,276,89,143
48439980000,-,**,0,14,0,0,0,0,0
48441010100,40042,20226,5675,692,4678,505,193,59,214
48441010200,25083,6977,2578,490,1843,175,14,307,231
48441010300,37344,6123,2525,566,1377,501,0,501,129
48441010400,30379,3423,1900,272,1047,336,11,481,25
48441010500,39871,8869,3401,531,2175,346,108,487,164
48441010600,71347,8543,4537,769,3404,232,110,456,182
48441010700,49222,19400,3914,584,2289,78,0,1319,210
48441010800,28801,5171,1306,288,475,184,0,574,52
48441010900,49199,6888,7140,938,5371,825,340,492,112
48441011000,37892,9304,1012,224,760,87,0,157,6
48441011200,35473,10154,2583,492,1797,237,75,335,77
48441011300,40900,9477,3360,550,2136,609,77,441,97
48441011400,60313,12934,4364,678,3003,416,34,799,112
48441011500,56767,10086,2788,438,1914,264,14,142,314
48441011600,60893,23356,2502,423,1820,230,7,332,50
48441011700,39808,7954,1833,281,1225,92,0,421,92
48441011900,28906,3661,1789,295,1217,226,0,312,34
48441012000,133370,17517,1843,274,1687,58,10,47,28
48441012100,-,**,550,327,417,90,0,27,16
48441012200,55583,14040,3116,591,1992,336,0,512,202
48441012300,39674,5624,4421,505,3139,467,105,270,405
48441012400,47636,8548,2430,347,1677,551,36,124,42
48441012500,60562,8263,3425,339,2498,218,68,280,361
48441012600,102894,14059,3522,522,3269,0,29,100,102
48441012701,106369,13659,4479,742,3783,183,293,151,69
48441012702,71705,23534,3980,694,3384,124,186,17,269
48441012801,44701,9667,3617,524,2676,377,142,168,254
48441012802,44560,8658,3171,515,2107,429,189,257,182
48441012900,52143,7655,2586,490,2037,258,90,69,132
48441013000,122083,35489,1326,309,703,337,37,84,165
48441013100,44568,6237,5695,985,3085,932,173,861,613
48441013200,49500,8988,1654,256,1406,24,6,131,35
48441013300,86466,9991,3294,572,2656,262,0,329,47
48441013401,43045,7282,3370,363,2613,365,90,254,32
48441013402,74330,17016,8839,1156,7407,149,296,374,594
48441013404,99236,9522,10764,1183,9006,183,522,398,632
48441013501,58250,7538,2533,621,2155,3,0,365,10
48441013502,98000,18522,4974,589,4694,37,0,163,80
48441013601,60104,13945,2890,190,2770,27,7,56,17
48441013602,60000,30978,1835,475,1719,22,1,40,1
48441980000,-,**,0,14,0,0,0,0,0
48443950100,42823,7834,903,298,744,14,0,75,70
48445950100,62500,9779,2569,187,2022,0,2,67,475
48445950300,29069,3529,2169,343,1763,168,0,89,135
48445950400,44945,5130,7670,369,7282,147,0,230,11
48447950300,41875,10953,1500,162,1409,16,0,4,71
48449950100,48750,10834,2210,318,1842,259,14,38,57
48449950200,50052,10449,2911,509,1870,82,25,507,427
48449950301,55417,19512,4807,624,3409,85,0,1119,157
48449950302,58361,17989,4167,687,2699,411,0,799,258
48449950400,64402,7399,4997,581,4133,177,73,498,116
48449950500,59485,8961,2793,554,2188,145,39,239,172
48449950600,46628,15658,4593,567,3143,653,0,453,314
48449950700,40313,17147,1625,256,530,572,173,292,58
48449950800,51587,7687,4606,421,3214,624,0,358,395
48451000100,53409,19859,1928,320,1798,0,0,76,44
48451000200,47698,2445,5040,872,4300,116,0,295,276
48451000300,42086,14515,5593,740,4369,420,67,575,113
48451000400,45744,13156,6265,1259,4980,117,0,290,830
48451000700,31959,5418,4722,692,3314,142,26,515,679
48451000801,72326,14118,4601,631,3703,41,11,560,286
48451000802,68333,12673,5189,855,3966,260,54,299,591
48451000900,35735,9020,1935,310,1609,46,0,227,53
48451001000,63130,8957,4993,731,4798,35,0,69,72
48451001101,66728,22320,5874,574,4999,327,42,220,286
48451001102,50732,8620,4576,591,3733,36,5,402,372
48451001200,57584,16759,8534,1050,6396,538,0,961,639
48451001301,62727,16732,9039,1893,5861,553,165,328,2082
48451001303,55208,12938,3894,432,3244,131,79,227,203
48451001304,44359,11535,3375,387,2894,169,26,77,201
48451001401,54559,23225,4000,592,3242,340,17,287,114
48451001402,34606,9481,1676,323,1227,153,0,180,116
48451001500,50139,19761,2736,418,1599,468,348,60,256
48451001600,67485,15055,4250,418,4045,7,0,151,46
48451001702,39649,17087,3851,807,2736,0,0,39,1076
48451001706,67625,10072,3801,651,3308,228,30,150,57
48451001707,80350,13077,5109,504,4700,136,43,159,52
48451001708,95590,18901,6326,643,5412,0,610,262,20
48451001709,71800,18054,4723,547,4576,34,16,55,4
48451001710,74971,18609,4168,542,3756,165,33,24,190
48451001800,26900,4405,2447,363,1609,527,6,209,78
48451980000,-,**,0,14,0,0,0,0,0
48453000101,91674,38968,4627,674,4251,10,27,66,273
48453000102,185385,26306,2486,264,2343,7,78,2,56
48453000203,78393,16094,2633,316,1804,298,265,64,176
48453000204,86023,29309,2797,299,2330,58,158,41,210
48453000205,79280,11489,4046,648,3215,118,307,104,289
48453000206,85302,14069,4088,927,3377,124,163,53,358
48453000302,50083,13017,5550,961,3833,211,711,57,698
48453000304,80000,33152,2951,652,2412,31,157,286,53
48453000305,61456,7328,3796,476,3269,83,120,132,161
48453000307,104292,29475,1830,219,1543,45,83,43,116
48453000308,73510,38098,1429,294,1068,24,211,113,13
48453000309,110179,18945,5126,514,3948,217,518,53,348
48453000401,61016,13405,4188,515,3128,140,350,154,413
48453000402,62358,7293,3332,464,2169,752,100,198,79
48453000500,56215,15786,4101,603,3645,9,253,50,117
48453000601,14844,10763,10455,1513,6532,1936,910,345,678
48453000605,11304,5414,3012,725,2199,102,435,116,146
48453000606,6322,2443,4492,556,2856,234,1157,71,174
48453000607,11702,6086,3881,566,2355,186,935,48,357
48453000608,10625,9085,3393,646,1958,253,763,46,373
48453000700,78867,22524,1486,269,1079,30,216,104,55
48453000801,83958,45677,2109,557,1655,155,0,143,149
48453000802,44339,20488,4354,820,2425,1530,22,337,40
48453000803,77051,17660,3144,534,1909,894,93,150,91
48453000804,55388,19240,2632,327,1566,635,46,149,187
48453000901,95357,28572,3125,934,2073,403,97,36,516
48453000902,75331,13630,5299,587,3392,549,147,1090,121
48453001000,65787,24620,3487,622,2599,94,66,317,407
48453001101,88182,36328,1722,401,1227,184,223,9,79
48453001102,148833,8925,2862,703,2404,44,316,0,98
48453001103,147596,75571,3157,979,2879,97,18,24,139
48453001200,119205,26562,6143,709,5087,12,532,143,369
48453001304,103634,9502,4239,368,3793,31,235,23,157
48453001307,76009,7711,5446,1624,4758,148,98,278,152
48453001308,75754,13832,3337,644,2703,104,145,45,340
48453001309,128077,48063,2869,784,2621,11,115,0,122
48453001310,82390,9678,3718,774,3181,110,139,15,273
48453001311,88571,51515,1576,372,1333,216,0,27,0
48453001312,81375,20040,4686,521,3601,570,1,17,420
48453001401,83125,12761,2836,291,2447,55,87,11,130
48453001402,82000,48749,2247,274,1895,32,101,67,152
48453001403,69678,22121,1690,426,1473,28,23,25,141
48453001501,106971,17186,5822,1275,5300,75,190,0,257
48453001503,69539,21103,4927,911,3187,270,358,264,808
48453001504,102804,20899,6770,677,5376,71,310,515,498
48453001505,75950,18883,4909,586,4341,22,90,224,232
48453001602,79450,22042,3133,358,2247,28,752,39,67
48453001603,168092,15863,4683,538,4096,45,308,55,172
48453001604,183125,38282,4188,619,3989,85,10,0,104
48453001605,92149,21431,4801,1138,4696,25,0,2,78
48453001606,-,**,17,12,10,4,0,0,1
48453001910,143125,20601,4816,693,4324,112,184,106,90
48453001911,72955,8797,3017,381,2495,18,266,113,119
48453001912,156513,27966,4243,620,3561,174,326,149,33
48453001913,206319,27878,4806,462,4323,0,434,8,41
48453001914,117578,24771,6035,529,5130,77,544,55,229
48453001915,73897,8036,2486,460,1908,39,201,97,241
48453001916,228929,21776,2780,339,2236,42,228,38,236
48453001917,195000,14393,4398,281,3884,0,321,63,130
48453001918,189375,43418,2601,192,2469,1,53,0,75
48453001919,206667,25734,3553,455,2928,0,499,39,87
48453001920,62667,13048,6861,1001,5072,582,792,64,263
48453001921,163750,22722,2813,406,2628,9,121,29,26
48453001922,67546,21775,2385,449,1872,12,118,71,307
48453001923,90857,34022,3513,595,2815,23,38,75,485
48453002002,85513,21983,3243,558,2877,27,0,115,224
48453002003,49219,16783,3987,481,3304,270,29,166,207
48453002004,55483,9551,2623,312,1909,137,204,40,333
48453002006,72000,12150,2488,421,2214,25,26,189,34
48453002007,91750,23171,2371,312,1995,120,121,14,104
48453002104,98500,20038,3051,518,2619,67,34,213,106
48453002105,40811,6199,4678,633,2240,779,71,1270,275
48453002106,110486,15942,3122,435,2050,145,98,447,382
48453002107,81354,12833,5878,1292,3511,742,43,1070,473
48453002108,48750,9466,4488,680,2007,1449,58,694,280
48453002109,63750,14431,4125,544,2421,1257,49,124,240
48453002110,54477,12890,3901,634,1462,1019,76,1188,156
48453002111,61786,16835,5325,1078,3437,294,58,543,917
48453002112,47477,12808,6111,1271,3511,1358,144,950,121
48453002113,87076,12669,3556,587,2432,427,31,177,489
48453002201,57803,7756,2648,754,643,890,6,361,589
48453002211,97614,22445,4399,1568,1806,708,53,641,1138
48453002213,62148,16081,3915,603,1604,333,14,1694,180
48453002214,57482,14783,4329,1112,1587,517,17,1933,262
48453002215,61891,8433,2523,695,1193,426,0,771,118
48453002216,70930,19618,7405,977,2514,1481,78,2782,542
48453002217,72195,17144,5076,855,2217,1329,158,1102,270
48453002218,83482,19193,3725,839,1279,1236,18,1028,164
48453002219,74444,13419,5274,773,2931,622,71,1230,369
48453002220,37526,3977,2772,437,1064,525,0,1036,147
48453002221,-,**,1839,348,185,450,0,1197,0
48453002222,48514,10172,3420,719,964,1571,0,799,86
48453002304,86881,8801,3865,372,3023,75,318,205,244
48453002307,49065,9241,5294,577,3647,786,87,333,389
48453002310,44625,10934,2578,487,1034,189,0,936,419
48453002313,46992,3949,3856,388,2568,484,142,341,256
48453002314,56360,6138,5219,710,3721,962,117,216,203
48453002315,40335,6950,2852,462,1904,287,78,507,76
48453002316,39578,4789,4432,554,2457,569,228,671,282
48453002319,-,**,2638,308,1157,703,31,445,221
48453002320,56886,29123,4216,718,2123,474,116,1222,281
48453002321,47902,26709,3451,453,2458,292,26,532,114
48453002322,63688,21559,2385,702,1862,89,30,26,378
48453002323,52770,28829,4703,780,3413,442,112,111,501
48453002324,24100,21348,1526,437,787,164,227,204,109
48453002325,57054,8592,4418,785,2866,527,210,796,19
48453002326,33917,24492,1100,332,496,311,174,98,0
48453002327,28056,27667,5373,1185,3219,640,228,405,745
48453002403,67034,6572,2464,389,2138,55,45,168,58
48453002407,77817,15465,7485,1353,6393,339,128,118,495
48453002409,82723,18778,3365,553,2838,135,17,0,271
48453002410,54275,8781,3980,534,3060,148,103,379,246
48453002411,50250,8851,6316,774,3918,552,4,1644,103
48453002412,60714,9038,5310,765,3188,249,0,1566,295
48453002413,45462,6293,3658,468,1703,621,0,1207,127
48453002419,39375,5245,4107,496,2234,786,158,656,188
48453002422,72959,4185,8199,2276,7034,209,239,481,151
48453002423,79044,21834,6218,1258,5171,399,262,0,273
48453002424,54554,13151,3607,485,3333,103,73,32,40
48453002430,64023,12924,2399,539,1893,136,45,288,37
48453002432,89855,16806,3286,600,1860,151,87,817,369
48453002434,54177,4255,1771,329,1147,81,1,441,91
48453002436,49750,11800,2639,485,1187,121,0,1016,236
48453002437,91696,30991,5019,1672,4037,176,144,52,610
48453002438,80032,27934,7460,1338,5340,389,342,209,1180
48453002439,83544,10387,3308,715,2061,482,0,707,58
48453002440,80247,33633,5687,840,3623,134,146,1385,272
48453002441,60812,13906,5767,1320,3536,898,0,1011,241
48453002442,79688,23646,3100,943,2236,52,0,160,577
48453002443,59915,9581,4316,741,3280,352,272,119,245
48453002444,72019,29090,4258,645,3659,137,59,248,155
48453002445,76192,11341,5781,635,4609,98,196,559,295
48453002446,125625,29352,1968,281,1785,5,17,154,7
48453002447,65530,10190,3685,840,2664,0,0,1021,0
48453002448,93436,7223,7322,2218,3357,1009,300,1357,1299
48453002449,75417,38785,7500,1731,3650,515,0,2455,880
48453002450,62319,14089,1967,420,865,1,251,832,18
48453002451,70750,7894,6963,785,4491,489,431,822,705
48453002452,48664,32080,2969,1095,1616,27,0,1313,13
48453002453,65087,16579,6370,846,2800,640,39,2781,110
48453002500,74923,12133,6121,840,4675,153,304,364,625
48453030000,123105,30579,4506,336,3831,52,465,0,158
48453030100,82149,14545,3728,417,3267,231,72,0,144
48453030200,71573,17436,5507,889,4848,50,124,142,343
48453030300,69050,15451,4660,691,4219,150,55,61,152
48453030400,88614,3723,4586,626,3772,61,75,149,518
48453030500,115536,29085,7938,1128,5836,1165,284,14,603
48453030600,73458,24845,6524,890,5653,161,506,65,139
48453030700,139076,35785,4426,552,4086,0,146,11,183
48453030800,80551,14212,4727,909,3380,111,929,0,293
48453030900,86612,11638,8204,921,6156,565,148,672,598
48453031000,62794,9764,4525,483,3941,19,215,53,297
48453031100,128194,19051,4726,772,3729,115,332,182,368
48453031200,128234,10720,7046,951,5786,101,530,65,564
48453031300,106250,13565,4502,420,3413,212,565,74,238
48453031400,106813,39613,3255,607,2741,21,185,0,308
48453031500,101250,23723,6332,925,5744,129,75,0,384
48453031600,107625,21463,2268,307,1906,96,154,0,112
48453031700,64554,13718,4803,685,3651,366,403,134,231
48453031800,70236,11555,5374,765,4548,418,36,107,171
48453031900,85481,15247,5561,580,5075,118,112,3,253
48453032000,76463,5579,7194,1055,4496,260,1741,273,411
48453032100,73913,15064,5515,954,3962,184,422,155,764
48453032200,141164,26888,2197,200,2051,0,19,12,115
48453032300,40651,1552,4030,667,2264,42,1202,238,231
48453032400,78712,12209,1506,287,851,66,290,41,258
48453032500,65500,12765,5079,578,4086,212,305,42,434
48453032600,171164,32416,6180,711,3787,169,1753,23,441
48453032700,115000,28959,4925,678,3673,68,551,165,468
48453032800,96835,31967,2699,680,2002,38,226,10,423
48453032900,130540,29940,8633,1288,6949,118,471,45,887
48453033000,95508,15757,6917,827,6326,71,210,76,234
48453033100,135536,33834,4393,434,4205,37,46,42,63
48453033200,95202,16106,4538,795,3345,88,608,296,182
48453033300,168163,12875,8396,895,6525,453,1057,88,273
48453033400,90586,17783,3757,904,2858,172,85,136,506
48453033500,91231,25141,5963,719,4676,143,270,345,491
48453033600,126563,21218,4291,416,3615,174,57,116,292
48453033700,126979,34658,3055,615,1898,0,614,308,198
48453033800,170694,26476,5076,683,2734,450,1640,93,159
48453033900,145156,21476,5467,813,4698,56,184,119,394
48453034000,109583,28065,5616,623,3854,73,1519,59,107
48453034100,67212,9542,5928,803,2922,517,1849,313,327
48453034200,71361,12575,5698,919,3207,151,1989,133,188
48453034300,171354,28242,4256,406,2965,63,946,0,282
48453034400,63871,45314,2152,379,1638,0,350,41,123
48453034500,188977,87979,2722,927,1440,0,1127,64,91
48453034600,76116,53536,4571,871,3762,109,260,91,306
48453034700,118507,34530,4951,560,4167,153,523,35,73
48453034800,108326,8530,5298,831,4157,331,574,0,236
48453034900,186425,38168,8364,1983,7542,119,483,0,220
48453035000,122337,67913,6622,1344,5639,164,494,0,325
48453035100,178043,9825,3998,815,3197,157,492,5,147
48453035200,102821,20188,2785,369,2601,20,13,80,71
48453035300,136600,46130,1330,283,1258,8,53,0,0
48453035400,204583,36810,3791,383,3424,0,164,28,175
48453035500,156148,12439,4456,512,4083,0,353,0,20
48453035600,116977,35901,1861,351,1450,28,152,0,231
48453035700,196727,36200,4664,607,3966,0,194,0,462
48453035800,81905,52670,3736,827,3008,126,61,188,353
48453035900,83365,26903,2590,617,2461,9,20,0,84
48453036000,212119,100986,1928,462,1720,0,110,0,98
48453036100,185227,73084,3442,698,2672,314,225,22,209
48453036200,144531,25718,1011,252,705,42,248,16,0
48453036300,-,**,1015,386,916,0,0,4,68
48453036400,121563,41522,1937,470,1808,70,0,0,50
48453036500,154405,41427,4675,669,3081,396,969,0,229
48453036600,145408,36252,7922,1182,7386,80,146,0,295
48453036700,190458,39019,7871,775,6043,53,1179,227,369
48453036800,157604,33333,4485,365,3845,0,339,186,102
48453036900,139107,28175,3829,377,3333,61,86,114,235
48453037000,97366,40099,4325,537,3096,46,852,46,270
48453037100,152390,50411,2399,445,2007,150,63,129,50
48453037200,129550,7152,6252,902,5187,534,210,0,321
48453037300,83173,24801,2775,421,2650,72,0,0,53
48453037400,72836,15295,3610,497,3444,130,36,0,0
48453037500,98224,24094,1488,229,1392,26,12,20,38
48453037600,97014,13691,3290,461,3039,48,22,54,81
48453040000,35087,11739,5763,918,3066,748,693,954,143
48453040100,36268,12342,4648,1225,2039,272,84,1527,726
48453040200,41649,8856,3059,655,987,1040,33,449,160
48453040300,40295,6711,7166,886,3665,992,598,1395,364
48453040400,58537,11553,3876,335,3122,208,78,261,207
48453040500,58154,12762,7265,1837,3897,396,224,1688,1060
48453040600,44708,8367,4050,672,2047,537,181,1166,24
48453040700,33378,13055,7852,1603,4533,525,61,2368,309
48453040800,62500,12813,5602,799,3630,338,134,1316,23
48453040900,49816,5098,6727,1448,3656,1024,138,1283,487
48453041000,47523,4173,7368,1051,3108,1370,488,2253,149
48453041100,73077,7230,1766,152,1205,170,190,86,97
48453041200,63875,11729,2940,435,1706,436,327,295,153
48453041300,102083,16580,4558,536,3458,334,181,47,527
48453041400,60563,7504,2728,453,2272,89,213,27,127
48453041500,59640,31272,3313,634,1912,1031,9,361,0
48453041600,59394,18236,9113,1314,6389,1022,179,960,154
48453041700,80341,12191,2721,486,1667,216,223,24,493
48453041800,59158,9061,4226,643,2596,715,220,424,264
48453041900,61316,15918,3522,519,2800,69,407,37,209
48453042000,114359,16733,2812,279,2402,51,259,29,71
48453042100,68425,9727,5099,601,2436,980,609,192,686
48453042200,61741,12558,3791,711,2722,369,656,11,20
48453042300,95991,24341,3651,834,2428,308,115,90,710
48453042400,109772,13619,10212,1184,5187,2538,1409,633,396
48453042500,101208,17513,4521,886,2381,975,540,179,317
48453042600,58003,13490,4130,524,2879,491,98,316,314
48453042700,86491,6657,5338,925,3580,383,566,144,665
48453042800,88527,26683,7517,1506,5135,1327,554,239,252
48453042900,39318,2656,3179,531,1318,1031,388,170,272
48453043000,52059,4719,2825,294,1973,382,298,14,139
48453043100,50202,7233,3028,482,1913,96,65,616,69
48453043200,50291,15341,3571,801,1978,360,36,700,366
48453043300,34674,9687,3903,1113,2561,347,87,659,87
48453043400,39573,6909,4871,1283,2136,634,117,580,934
48453043500,68298,17915,6259,655,3506,447,1819,260,152
48453043600,67688,14021,4807,1294,1970,1122,234,1285,80
48453043700,80643,28052,2733,638,1779,225,625,104,0
48453043800,79188,18930,4314,1312,2310,429,139,1121,315
48453043900,72556,6470,6090,1102,2565,1019,1653,283,422
48453044000,60995,13063,4628,1043,2031,1221,429,457,447
48453044100,74961,32832,1844,195,1416,156,261,0,11
48453044200,70547,21636,3905,1074,1481,947,317,433,727
48453044300,69448,8522,5939,957,3814,1024,115,645,341
48453044400,81975,18185,5919,823,3775,840,818,8,478
48453044500,79540,32802,5011,1684,1903,1628,634,572,241
48453044600,76758,29174,4551,777,1609,1453,1042,97,350
48453044700,80326,76307,2269,627,1408,98,53,249,401
48453044800,62459,19133,3680,625,2367,140,143,895,0
48453044900,77165,39342,9968,2157,5067,897,365,2647,909
48453045000,68913,32720,2503,546,1031,463,419,205,385
48453045100,78679,20927,3640,1275,2686,531,272,21,130
48453045200,102111,9650,3829,647,2037,433,1028,118,200
48453045300,62529,11192,4221,720,2534,544,802,42,299
48453045400,99432,9940,5053,698,3643,155,697,121,437
48453045500,62985,25051,3709,1600,2861,749,0,0,99
48453045600,106551,13360,3786,537,2417,282,652,302,133
48453045700,69330,35020,2857,745,1363,535,268,348,306
48453045800,66853,41092,3442,2113,2476,164,44,494,159
48453045900,95204,9172,10141,1413,5163,1998,83,2149,748
48453046000,77356,40289,4851,933,2306,891,733,170,751
48453046100,89538,7895,5578,709,3359,1182,518,99,372
48453046200,111035,11140,7111,1064,4952,1135,509,153,362
48453046300,106600,61000,1858,276,1368,305,26,139,0
48453046400,75489,16735,2876,359,1847,344,127,263,295
48453046500,61105,27782,3050,500,2191,424,260,43,132
48453046600,111964,32703,11175,5140,3576,180,746,483,6190
48453046700,117273,47250,3395,464,2478,285,176,456,0
48453046800,140051,23753,7747,1116,5333,507,1168,263,394
48453046900,123667,10668,6579,906,4956,818,390,71,335
48453047000,140526,15966,1726,263,1507,1,0,114,104
48453980000,-,**,0,14,0,0,0,0,0
48455950100,53194,8112,2497,313,2297,155,0,5,40
48455950200,40448,11409,3666,422,3317,252,0,62,12
48455950300,43690,3745,2725,421,2140,357,16,13,199
48455950400,54324,15014,4122,528,3945,10,0,53,114
48455950500,31145,4093,1679,307,843,495,0,216,125
48457950100,44750,8418,3001,429,2918,0,15,35,33
48457950201,34452,17440,3884,634,2349,1272,19,59,179
48457950202,52300,15497,4064,582,3610,117,22,155,154
48457950300,50195,12562,2785,388,2050,590,1,6,138
48457950400,31964,13380,4799,801,4508,144,0,20,114
48457950500,58414,5330,2991,528,2548,132,34,121,156
48459950101,44972,15018,4144,647,3729,168,0,101,73
48459950102,80754,22100,4198,696,3879,204,17,0,98
48459950200,57664,9820,4145,495,3287,534,10,150,140
48459950301,38717,4739,4446,590,3496,296,54,75,525
48459950302,52786,12664,4961,844,4670,158,0,107,0
48459950400,40265,11379,4339,254,2941,890,6,206,276
48459950501,50400,10945,2897,470,2822,26,0,40,9
48459950502,65409,13883,2798,477,1987,780,9,0,22
48459950600,57500,8182,3759,533,3305,227,69,51,107
48459950700,90717,15456,5699,749,5085,57,0,340,205
48461950100,66010,11311,1218,201,763,103,18,307,13
48461950200,54338,6010,2433,201,916,155,13,1296,53
48463950100,46044,8627,2760,460,2564,0,0,32,164
48463950201,48892,15058,2897,732,2781,0,14,18,84
48463950202,51152,17434,6709,1059,5670,46,75,713,182
48463950300,44645,18036,5223,838,4390,29,122,334,341
48463950400,49104,7578,3586,528,3240,23,11,79,154
48463950500,29730,8958,5724,602,5295,63,0,85,237
48465950202,57655,17537,4763,832,4006,137,38,206,360
48465950203,111713,33201,4226,832,3546,169,203,159,149
48465950301,39313,4993,5184,989,4498,34,0,312,287
48465950302,50377,9429,4391,916,3652,0,0,365,374
48465950400,30756,4898,4074,626,3001,56,33,253,731
48465950501,66215,10094,2457,365,2036,178,28,102,113
48465950502,48416,14848,6030,1001,4672,71,0,224,1063
48465950601,37059,14679,4045,873,3521,0,6,51,445
48465950602,35375,16223,3856,728,3311,0,0,506,23
48465950701,76250,23781,2540,557,2454,0,0,7,26
48465950702,24773,14311,2874,546,2706,11,0,67,90
48465950801,38750,12421,2738,602,2154,0,38,370,176
48465950802,68073,23536,1840,326,1751,0,0,60,29
48465980000,-,**,0,14,0,0,0,0,0
48467950100,46711,8913,5279,745,5094,4,20,0,74
48467950200,38525,7440,3536,279,3208,19,0,202,100
48467950300,71217,9021,5508,843,4983,133,63,30,178
48467950400,51125,8700,3936,797,3702,26,0,50,92
48467950500,47750,6869,5085,387,4083,646,0,41,261
48467950601,56908,25493,3401,539,3290,12,0,0,71
48467950602,62108,15556,4218,649,3955,0,136,0,60
48467950700,55048,7691,4303,339,3865,346,0,14,75
48467950801,57385,10146,4009,351,3548,151,0,19,291
48467950802,49018,17490,1470,343,1229,0,0,156,85
48467950901,75833,12133,6289,799,6023,163,0,103,0
48467950902,81903,22666,3077,633,2946,64,0,42,25
48467951001,76189,16518,2242,420,2183,44,15,0,0
48467951002,60203,20778,3617,560,3568,0,0,43,6
48469000100,42829,11689,2000,375,1738,103,24,47,57
48469000201,32955,8362,3106,697,2212,160,114,148,472
48469000202,49549,7027,5581,1099,4291,348,18,290,634
48469000301,26949,6348,2184,386,1538,558,0,22,66
48469000302,32500,3751,1678,283,1274,232,0,91,79
48469000400,56875,12973,1601,281,1449,16,0,11,125
48469000501,44500,11231,4439,714,3354,408,18,56,598
48469000502,52274,22655,4936,1075,4302,221,55,55,282
48469000601,40000,8156,2463,438,1652,341,0,101,186
48469000602,36928,10793,4224,450,3514,422,14,87,187
48469000700,56503,8010,3464,617,2841,107,0,356,153
48469000800,69107,26542,2555,535,2091,109,0,0,355
48469001300,57952,11513,2766,577,2194,35,0,57,480
48469001401,69886,11354,3386,652,2935,81,0,0,370
48469001402,79276,13023,4614,568,4442,92,7,0,73
48469001501,97917,28539,4321,514,3840,238,0,50,107
48469001503,96310,29960,2634,417,2088,106,156,125,159
48469001504,81743,12678,8873,1125,7651,301,149,166,606
48469001601,55493,11210,5051,734,4395,83,0,408,120
48469001604,65296,10176,7440,825,5758,706,316,144,499
48469001605,48776,6474,2951,450,2452,105,33,224,124
48469001607,95108,17069,3226,577,2920,76,0,0,224
48469001608,101368,26373,5326,889,3695,510,180,212,729
48469001700,36576,12131,3225,721,2945,98,0,155,27
48469980000,-,**,0,14,0,0,0,0,0
48471790101,71094,16174,6610,499,4659,1571,34,43,286
48471790102,48452,12961,3276,617,2975,220,29,44,8
48471790103,65403,11678,5376,784,4355,870,0,104,34
